;gndIdentifier;GND_name;GND_occupation;GND_gender;GND_country;placeOfBirth;GND_birth;GND_death;periodOfActivity
12872;1173438750;Trumann, Jürgen;Lyriker;Männlich;Deutschland;Wieren (Wrestedt);1962.0;;
12873;118545140;Haller, Albrecht von;Arzt, Botaniker, Mathematiker, Hochschullehrer, Physiologe, Schriftsteller, Naturwissenschaftler, Lyriker;Männlich;Deutschland, Schweiz;Bern;1708.0;1777.0;
12874;118506749;Barth, Emil;Schriftsteller, Lyriker, Buchdrucker;Männlich;Deutschland;Haan;1900.0;1958.0;
12875;117457574;Wohlmuth, Leonhart;Schriftsteller, Lehrer, Lyriker;Männlich;Deutschland;Hohenzell (Altomünster);1823.0;1889.0;
12876;138936102;Gehre, Peter;Maler, Lyriker;Männlich;Deutschland;Spergau;1956.0;2022.0;
12877;12104677X;Kretschmann, Kurt;Naturschützer, Lyriker;Männlich;Deutschland;Berlin;1914.0;2007.0;
12878;118517104;Bürger, Gottfried August;Schriftsteller, Schriftsteller, Übersetzer, Lyriker, Philologe, Jurist, Hochschullehrer, Freimaurer, Librettist, Schauspieler;Männlich;Deutschland;Molmerswende;1747.0;1794.0;
12879;118627813;Voltaire;Schriftsteller, Historiker, Philosoph, Lyriker;Männlich;Großbritannien, Deutschland, Frankreich;Paris;1694.0;1778.0;
12880;117111562;Ohlhaver, Horst;Schulleiter, Verleger, Schriftsteller, Lyriker, Übersetzer;Männlich;Deutschland;Hamburg;1914.0;1982.0;
12881;121273091;Hertel, Johann Jakob;Hauptmann, Reiseschriftsteller, Lyriker, Kupferstecher, Radierer, Grafiker;Männlich;Deutschland;Augsburg;1778.0;1826.0;
12882;123417228;Dietrich, Wolfgang;Philologe, Lyriker, Künstler;Männlich;Deutschland;;1957.0;;
12883;1050553578;Koenemann, Karl Ludwig Dietrich;Lehrer, Schriftsteller, Lyriker;Männlich;Deutschland;;1824.0;;
12884;1371841934;Müller, Ingo;Lyriker;Männlich;Deutschland;;1986.0;;
12885;1035674114;Anders, Achim;Journalist, Lyriker, Schriftsteller, Journalist, Schriftsteller;Männlich;Deutschland;Dresden;1903.0;1971.0;
12886;128903120;ʿAsgarī, Mīrzā Āqā;Lyriker, Schriftsteller;Männlich;Deutschland, Iran;;1951.0;;
12887;129263478;Winkler, Ron;Übersetzer, Schriftsteller, Lyriker, Redakteur, Librettist, Herausgeber;Männlich;Deutschland;Jena;1973.0;;
12888;1316840182;Schenk, Patrick;Jurist, Rechtsanwalt, Lyriker, Abgeordneter;Männlich;Deutschland;Mutlangen;1968.0;;
12889;118543628;Gundolf, Friedrich;Literarhistoriker, Schriftsteller, Übersetzer, Lyriker, Literaturwissenschaftler;Männlich;Deutschland;Darmstadt;1880.0;1931.0;
12890;141745320;Gassen, Rainer Maria;Lehrer, Lyriker;Männlich;Deutschland;Koblenz;1946.0;2025.0;
12891;1024634965;Gerok, Otto;Lyriker, Dramatiker, Pfarrer;Männlich;Deutschland;Göppingen;1879.0;1963.0;
12892;11893743X;Pastorius, Melchior Adam;Jurist, Bürgermeister, Schriftsteller, Reiseschriftsteller, Lyriker;Männlich;Deutschland;Erfurt;1624.0;1702.0;
12893;112605867X;Pergher, Josef;Schriftsteller, Dramatiker, Journalist, Lyriker;Männlich;Deutschland;;1902.0;1970.0;
12894;104955566X;Steller, Konrad Gustav;Autor, Lyriker;Männlich;Deutschland;Wunstorf;1863.0;;1899
12895;116854936;Grimminger, Adolf;Künstler, Schriftsteller, Sänger, Opernsänger, Lyriker;Männlich;Deutschland;Stuttgart;1827.0;1909.0;1853
12896;116223057;Klesheim, Anton von;Schriftsteller, Schauspieler, Komponist, Schauspieler, Lyriker, Baron;Männlich;Österreich, Deutschland;Petrovaradin;1812.0;1884.0;1840
12897;116173807;Pfungst, Arthur;Unternehmer, Schriftsteller, Lyriker, Übersetzer, Verleger;Männlich;Deutschland;Frankfurt am Main;1864.0;1912.0;
12898;118603957;Rühmkorf, Peter;Schriftsteller, Lektor <Verlag>, Lyriker, Drehbuchautor;Männlich;Deutschland;Dortmund;1929.0;2008.0;
12899;128555068;Bleutge, Nico;Schriftsteller, Lyriker, Literaturkritiker;Unbekannt;Deutschland;München;1972.0;;
12900;135826918;Trautmann, Christian;Übersetzer, Schriftsteller, Lyriker;Männlich;Deutschland;Oberhausen (Rheinland);1964.0;;
12901;120464543;Rach, Ulrich;Journalist, Schriftsteller, Zeitungsredakteur, Liedermacher, Lyriker, Librettist;Männlich;Deutschland;;1947.0;;
12902;116989645;Ziesenitz, Kurt;Pfarrer, Lyriker;Männlich;Deutschland;Aschersleben;1882.0;1961.0;
12903;118547208;Haußmann, Conrad;Politiker, Staatssekretär, Rechtsanwalt, Publizist, Lyriker, Übersetzer;Männlich;Deutschland;Stuttgart;1857.0;1922.0;
12904;121659100;Crauer, Franz Regis;Pädagoge, Lyriker, Katholischer Theologe, Lehrer, Schriftsteller;Männlich;Schweiz, Deutschland;Luzern;1739.0;1806.0;
12905;116900717;Grunert, Carl;Schauspieler, Regisseur, Theaterdirektor, Lyriker, Regisseur, Schauspieler, Theaterdirektor;Männlich;Deutschland;Leipzig;1810.0;1869.0;1833
12906;119130831;Beck, Enrique;Übersetzer, Schriftsteller, Lyriker, Werbetexter, Librettist, Schriftsteller;Männlich;Schweiz, Spanien, Deutschland;Köln;1904.0;1974.0;
12907;1328289664;Kugelberg, Fritz;Regisseur, Schauspieler, Lyriker;Männlich;Deutschland;;1853.0;1915.0;1871
12908;116207523;Blum, Carl;Musiker, Schauspieler, Schriftsteller, Komponist, Lyriker, Komponist, Schauspieler, Schriftsteller, Sänger;Männlich;Deutschland;Berlin;1785.0;1844.0;1821
12909;1049401042;Grzywatz, Berthold;Politologe, Historiker, Dozent, Lehrer, Lyriker, Bildhauer;Männlich;Deutschland;Lübeck;1949.0;;
12910;1017911878;Karam, Sarjoun;Arabist, Literaturwissenschaftler, Privatdozent, Lektor <Hochschule>, Schriftsteller, Lyriker;Unbekannt;Libanon, Deutschland;Beirut;1970.0;;
12911;1046296795;Radtke, Dieter;Autor, Lyriker, Bürokaufmann;Männlich;Deutschland;Bochum;1965.0;;
12912;1373655046;Lang, Peter;Lyriker;Männlich;Deutschland;;1963.0;;
12913;118520792;Cibulka, Hanns;Schriftsteller, Lyriker, Bibliotheksleiter;Männlich;Deutschland;Jägerndorf;1920.0;2004.0;
12914;134057767;Schloyer, Christian;Schriftsteller, Lyriker;Männlich;Deutschland;Erlangen;1976.0;;
12915;133453677;Krüsike, Johann Christoph;Theologe, Lyriker, Prediger;Männlich;Deutschland;Hamburg;1682.0;1745.0;
12916;116199059;Arent, Wilhelm;Schriftsteller, Schauspieler, Lyriker, Schauspieler, Opernsänger;Männlich;Deutschland;Berlin;1864.0;1913.0;1889
12917;118546910;Hauptmann, Carl;Schriftsteller, Dramatiker, Lyriker;Männlich;Deutschland;Bad Salzbrunn;1858.0;1921.0;
12918;118515055;Brentano, Clemens;Schriftsteller, Lyriker, Librettist, Schriftsteller;Männlich;Deutschland;Ehrenbreitstein;1778.0;1842.0;
12919;118506617;Barlach, Ernst;Bildhauer, Dramatiker, Grafiker, Lyriker, Maler, Schriftsteller, Zeichner, Theaterplastiker;Männlich;Deutschland;Wedel (Holstein);1870.0;1938.0;
12920;118506234;Ball, Hugo;Schriftsteller, Lyriker, Dramatiker, Schauspieler, Regisseur, Dramaturg;Männlich;Deutschland;Pirmasens;1886.0;1927.0;
12921;115342060;Heyden, Julius von der;Schriftsteller, Liederdichter, Lyriker;Männlich;Deutschland;Mölschow;1786.0;1867.0;
12922;11192975X;Leitner, Karl Gottfried von;Schriftsteller, Lyriker;Männlich;Österreich, Deutschland;Graz;1800.0;1890.0;
12923;116650796;Heigel, Cäsar Max;Schriftsteller, Lyriker, Librettist, Schauspieler, Dramatiker, Theaterdirektor, Soldat, Offizier;Männlich;Deutschland, Frankreich;München;1783.0;1847.0;
12924;1329194489;Niedermeyer, Felix;Schauspieler, Lyriker;Männlich;Deutschland;;1847.0;1880.0;1872
12925;1327656701;Göhrs, Gustav;Schauspieler, Lyriker;Männlich;Deutschland;;1845.0;1904.0;
12926;100458734;Dippel, Franz Andreas von;Gutsherr, Politiker, Abgeordneter, Lyriker;Männlich;Deutschland;;1772.0;1837.0;
12927;120282836;Wüstefeld, Michael;Schriftsteller, Lyriker, Librettist, Ingenieur;Männlich;Deutschland;Dresden;1951.0;;
12928;1327850079;February, Logan;Lyriker, Essayist, Liedermacher;Unbekannt;Nigeria, Deutschland;Anambra;1999.0;;
12929;120674831;Grüning, Uwe;Schriftsteller, Lyriker, Übersetzer, Politiker, Librettist;Männlich;Deutschland, Polen;Pabianice (Woiwodschaft Lodz);1942.0;2024.0;
12930;1329918045;Strübe, Friedrich;Lyriker;Männlich;Deutschland;;1840.0;;
12931;128589477;Sauernheimer, Peter;Lyriker, Maler, Übersetzer;Unbekannt;Deutschland;Berlin;1940.0;;
12932;1258764830;Schöpp, Karl;Schauspieler, Theaterregisseur, Sänger, Regisseur, Lyriker;Männlich;Deutschland;München;1881.0;1961.0;
12933;118798065;Sorge, Reinhard Johannes;Schriftsteller, Lyriker, Dramatiker;Männlich;Deutschland;Rixdorf;1892.0;1916.0;
12934;119539616;Schürer, Oskar;Kunsthistoriker, Schriftsteller, Lyriker, Hochschullehrer;Männlich;Deutschland, Tschechische Republik;Augsburg;1892.0;1949.0;
12935;129663131;Fehse, Wolfgang;Schriftsteller, Lyriker, Sozialpädagoge;Unbekannt;Deutschland;Nürnberg;1942.0;;
12936;1012410978;Kandler, Ludwig;Lehrer, Pädagoge, Lyriker, Musiklehrer;Männlich;Deutschland;Köln;1932.0;;
12937;116524685;Claar, Emil;Schauspieler, Regisseur, Schriftsteller, Theaterintendant, Freimaurer, Regisseur, Schauspieler, Lyriker;Männlich;Deutschland;Lemberg;1842.0;1930.0;1862
12938;11616896X;Kierschner, Eduard;Schauspieler, Theaterintendant, Schriftsteller, Schulleiter, Regisseur, Lyriker;Männlich;Deutschland, Österreich;Lemberg;1825.0;1879.0;1844
12939;116102284;Beckelmann, Jürgen;Schriftsteller, Lyriker, Kritiker;Männlich;Deutschland;Magdeburg;1933.0;2007.0;
12940;1369561539;Öfinger, Hans;Lyriker;Männlich;Deutschland;;1925.0;1995.0;
12941;1214321453;Tilsner, Dirk;Lyriker;Männlich;Portugal, Deutschland;Luckenwalde;1966.0;;
12942;1326176978;Selbertinger, Sepp;Lyriker, Maurer;Männlich;Deutschland;Marktschellenberg;1894.0;;
12943;118603930;Rühm, Gerhard;Schriftsteller, Lyriker, Komponist, Künstler, Musiker, Librettist, Sprecher;Männlich;Österreich, Deutschland;Wien;1930.0;;
12944;118538659;Gerhardt, Paul;Kirchenlieddichter, Pfarrer, Lutherischer Theologe, Schriftsteller, Komponist, Librettist, Lyriker;Männlich;Deutschland;Gräfenhainichen;1607.0;1676.0;
12945;1012066363;Schwartz;Musiker, Rapmusiker, Produzent, Lyriker;Unbekannt;Deutschland;Köln;1981.0;;
12946;119351676;Mensching, Steffen;Schriftsteller, Kabarettist, Akteur, Lyriker, Schauspieler, Musiker, Kulturwissenschaftler;Männlich;Deutschland;Berlin;1958.0;;1978
12947;143379488;Pohl, Guntram Erich;Autor, Lyriker;Männlich;Deutschland;Hochdahl;1891.0;1956.0;
12948;136791867;Schüller, Eduard;Postbeamter, Schriftsteller, Lyriker;Männlich;Deutschland, Österreich;Freistadt (Oberösterreich);1794.0;1869.0;
12949;118594567;Pirandello, Luigi;Schriftsteller, Lyriker, Dramatiker;Männlich;Italien, Deutschland;Agrigent;1867.0;1936.0;
12950;1046456954;Reklies, Bernd;Autor, Lyriker;Männlich;Deutschland;Lübeck;1955.0;;
12951;11808528X;Wedler, Rainer;Schriftsteller, Lyriker;Männlich;Deutschland;Karlsruhe;1942.0;;
12952;128818034;Krüpe-Silbersiepe, Hartmut;Biologe, Künstler, Lyriker, Autor;Unbekannt;Deutschland;Berlin;1941.0;;
12953;1082801232;Stoll, Otto;Lyriker, Apotheker, Lebensmittelchemiker;Männlich;Deutschland;;1874.0;1939.0;
12954;117090115;Mogk, Helmut;Biologe, Bibliothekar, Bibliotheksdirektor, Lyriker;Männlich;Deutschland;Leipzig;1896.0;1973.0;
12955;116392983;Redwitz, Oskar von;Schriftsteller, Germanist, Philosoph, Jurist, Lyriker, Freiherr;Männlich;Deutschland;Lichtenau (Landkreis Ansbach);1823.0;1891.0;
12956;115820388;Lehnert, Christian;Theologe, Schriftsteller, Lyriker, Pfarrer;Männlich;Deutschland;Dresden;1969.0;;
12957;140415866;Hornig, Josef;Volkssänger, Lyriker, Komponist, Volkssänger;Männlich;Österreich, Deutschland;Wien;1861.0;1911.0;
12958;131649434;Zenker, Hartmut;Bibliothekar, Bibliotheksdirektor, Schriftsteller, Lyriker, Maler;Männlich;Deutschland;Zittau;1922.0;1991.0;
12959;1107797950;Gerber, Karl;Zeichner, Lyriker;Männlich;Deutschland;Nürtingen;1906.0;1983.0;
12960;1142181480;Bamborschke, Tobias;Musiker, Lyriker;Männlich;Deutschland;Köln;1988.0;;
12961;1130709736;Zeltner, Franz;Lyriker, Bergmann;Männlich;Ungarn, Deutschland;;1911.0;1992.0;
12962;117335290;Thiel, Manfred;Philosoph, Lyriker, Übersetzer, Redakteur;Männlich;Deutschland;Görlitz;1917.0;2014.0;
12963;118510762;Bierbaum, Otto Julius;Schriftsteller, Lyriker, Redakteur, Journalist, Liederdichter, Librettist, Kunsthistoriker, Theaterdirektor;Männlich;Deutschland, Polen;Grünberg i. Schlesien;1865.0;1910.0;
12964;115494464;Rauh, Otto;Wirtschaftsinformatiker, Übersetzer, Lyriker;Männlich;Deutschland;Nürnberg;1947.0;;
12965;117338540;Siebel, Karl;Schriftsteller, Lyriker, Kaufmann;Männlich;Deutschland;Barmen;1836.0;1868.0;
12966;104936592;Brand, Maximilian;Rechtsanwalt, Schriftsteller, Lyriker;Männlich;Deutschland;München;1881.0;1951.0;
12967;1159033943;Meißgeier, Ernst;Schriftsteller, Lyriker, Privatgelehrter;Unbekannt;Deutschland;Altenburg (Thüringen);1878.0;;
12968;10080067X;Kramann, Heinrich Ludwig;Schriftsteller, Lyriker;Männlich;Deutschland;;1756.0;1793.0;
12969;1374727067;Giebelhausen, Reinhard;Lyriker, Fotograf;Männlich;Deutschland;;1956.0;;
12970;1078072248;Nolte, Uwe;Lyriker, Musiker, Grafiker, Verleger, Tierpfleger;Männlich;Deutschland;Merseburg;1969.0;;
12971;1038679699;Wagener, Clemens;Schriftsteller, Lyriker;Männlich;Deutschland;;1870.0;1925.0;
12972;1037334507;Erbrich, Emil;Gehörlosenlehrer, Schriftsteller, Lyriker;Männlich;Deutschland, Polen;;1846.0;1920.0;
12973;118559206;Kästner, Erich;Schriftsteller, Kinderbuchautor, Publizist, Lyriker, Dramatiker, Kabarettist, Drehbuchautor;Männlich;Deutschland;Dresden;1899.0;1974.0;
12974;118911244;Hein, Manfred Peter;Schriftsteller, Lyriker, Übersetzer;Männlich;Deutschland, Finnland;Darkehmen;1931.0;2025.0;
12975;129216135;Berger, Timo;Schriftsteller, Übersetzer, Lyriker;Männlich;Deutschland;Stuttgart;1974.0;;
12976;118547445;Hebbel, Friedrich;Schriftsteller, Dramatiker, Lyriker, Librettist, Dramatiker;Männlich;Deutschland, Österreich;Wesselburen;1813.0;1863.0;
12977;11859687X;Prutz, Robert Eduard;Schriftsteller, Historiker, Philosoph, Literarhistoriker, Librettist, Publizist, Dramaturg, Lyriker;Männlich;Deutschland;Stettin;1816.0;1872.0;
12978;118568051;Kunert, Günter;Schriftsteller, Kunstsammler, Lyriker, Essayist, Drehbuchautor, Librettist, Kinderbuchautor, Maler, Zeichner, Schauspieler;Männlich;Deutschland (DDR), Deutschland;Berlin;1929.0;2019.0;
12979;124166903;Weinzierl, Hubert;Förster, Naturschützer, Lyriker, Landwirt;Männlich;Deutschland;Ingolstadt;1935.0;2025.0;
12980;120098229;Hädecke, Wolfgang;Schriftsteller, Lyriker, Lehrer;Männlich;Deutschland;Weißenfels;1929.0;2022.0;
12981;118572121;Lessing, Gotthold Ephraim;Schriftsteller, Kritiker, Philosoph, Bibliothekar, Lyriker;Männlich;Deutschland;Kamenz;1729.0;1781.0;
12982;172026717;Coutelle, Carl;Verwaltungsbeamter, Lyriker, Autor, Herausgeber;Männlich;Deutschland;Duisburg;1802.0;1862.0;
12983;100318347;Remus, Georg;Jurist, Hochschullehrer, Lyriker, Philologe, Historiker, Polyhistor;Männlich;Deutschland;Augsburg;1561.0;1625.0;
12984;123540771;Kuhligk, Björn;Lyriker, Schriftsteller, Buchhändler, Fotograf;Männlich;Deutschland;Berlin;1975.0;;
12985;122048172;Lippet, Johann;Schriftsteller, Lyriker;Männlich;Rumänien, Österreich, Deutschland;Wels;1951.0;;
12986;122777824;Venclova, Tomas;Schriftsteller, Lyriker, Übersetzer, Essayist, Kulturkritiker, Hochschullehrer;Männlich;USA, Litauen, Deutschland;Klaipėda;1937.0;;
12987;1044931892;Noak, Christian;Autor, Lyriker, Dramatiker;Männlich;Deutschland;Wanne-Eickel;1926.0;2000.0;
12988;118563076;Kleist, Heinrich von;Schriftsteller, Librettist, Lyriker;Männlich;Deutschland;Frankfurt (Oder);1777.0;1811.0;
12989;115645462;Hodjak, Franz;Schriftsteller, Übersetzer, Lyriker, Lektor <Verlag>;Männlich;Deutschland, Rumänien;Hermannstadt;1944.0;2025.0;
12990;117013447;Zoozmann, Richard;Schriftsteller, Lyriker, Dramatiker, Übersetzer;Männlich;Deutschland;Berlin;1863.0;1934.0;
12991;118581775;Meyer, Conrad Ferdinand;Schriftsteller, Lyriker, Übersetzer, Zeichner;Männlich;Deutschland, Schweiz;Zürich;1825.0;1898.0;
12992;1372763147;Schwedler, Jürgen;Lyriker, Lehrer;Männlich;Deutschland;Mülheim an der Ruhr;1944.0;;
12993;118731890;Matthisson, Friedrich von;Schriftsteller, Lyriker, Bibliothekar, Lehrer, Hofrat, Librettist, Bibliothekar, Lyriker;Männlich;Deutschland;Hohendodeleben;1761.0;1831.0;1816
12994;1376690772;Grommas, Uwe;Lyriker, Kardiologe, Internist;Männlich;Deutschland, Schweiz;;1961.0;;
12995;118507931;Becher, Johannes Robert;Schriftsteller, Lyriker, Lektor <Verlag>, Politiker, Dramaturg, Librettist;Männlich;Sowjetunion, Deutschland, Österreich, Deutschland (DDR);München;1891.0;1958.0;
12996;111593638;Classen, Albrecht;Germanist, Hochschullehrer, Lyriker, Mediävist, Literaturwissenschaftler;Männlich;USA, Deutschland;Eitra;1956.0;;
12997;118571656;Lenz, Jakob Michael Reinhold;Schriftsteller, Dramatiker, Lyriker, Lehrer;Männlich;Russland, Deutschland, Lettland;Cesvaine;1751.0;1792.0;
12998;118579819;Meckel, Christoph;Schriftsteller, Lyriker, Drehbuchautor, Grafiker, Illustrator;Männlich;Deutschland, Frankreich, Italien;Berlin;1935.0;2020.0;
12999;123766273;Darnov, Hans-Maria;Schauspieler, Lyriker;Männlich;Österreich, Deutschland, Frankreich;Wien;1951.0;;
13000;118869612;Krüger, Michael;Schriftsteller, Lyriker, Publizist, Kritiker, Übersetzer, Verleger, Librettist;Männlich;Deutschland;;1943.0;;
13001;118648381;Altenbourg, Gerhard;Künstler, Maler, Grafiker, Schriftsteller, Lyriker;Männlich;Deutschland;Schnepfenthal-Rödichen;1926.0;1989.0;
13002;142881880;Lamprecht, Walter H.;Lyriker;Unbekannt;Deutschland;;1945.0;;
13003;120565528;Becker, Artur;Schriftsteller, Lyriker, Übersetzer, Dozent;Männlich;Deutschland, Polen;Bartoszyce;1968.0;;
13004;118636278;Zech, Paul;Schriftsteller, Lyriker, Dramatiker, Lektor <Verlag>, Übersetzer, Librettist;Männlich;Schweiz, Polen, Deutschland, Argentinien;Briesen (Bromberg);1881.0;1946.0;
13005;132873417X;Marx, Friedrich;Lyriker;Männlich;Deutschland;;1830.0;1885.0;
13006;1145832172;Linke, Joachim K.;Komponist, Lyriker, Bankdirektor;Unbekannt;Deutschland;Bischofswerder;1914.0;;
13007;173693997;Welle, Carl Benedikt;Geheimer Rat, Lyriker, Schriftsteller;Männlich;Deutschland;;1718.0;1799.0;1757
13008;122545958;Ratz, Heinz;Musiker, Schauspieler, Komponist, Lyriker, Schriftsteller;Männlich;Deutschland;Bad Godesberg;1968.0;;
13009;1376693623;Schick, Zoltan;Lyriker;Männlich;Deutschland;;1973.0;;
13010;118521098;Claudius, Matthias;Schriftsteller, Selbstverleger, Redakteur, Liederdichter, Lyriker, Übersetzer;Männlich;Deutschland;Reinfeld (Holstein);1740.0;1815.0;
13011;1107811414;Güçyeter, Dinçer;Lyriker, Verleger, Schauspieler, Werkzeugmacher, Kraftfahrer;Männlich;Deutschland;Nettetal;1979.0;;
13012;138324654;Ḳosman, Admiʾel;Judaist, Hochschullehrer, Lyriker;Unbekannt;Deutschland, Israel;;1957.0;;
13013;136154670;Albrecht, Andreas;Schriftsteller, Lyriker, Maler, Schauspieler, Tänzer;Unbekannt;Deutschland;Wilhelmshaven;1964.0;;
13014;136016456;Ossenfelder, Heinrich August;Schriftsteller, Jurist, Lyriker;Männlich;Deutschland;Dresden;1725.0;1801.0;
13015;1034496182;Kostadinovski, Savo;Schriftsteller, Lyriker, Maschinenbau;Männlich;Deutschland, Nordmazedonien;Makedonski Brod;1950.0;;
13016;119117703;Roy, Reinhard;Grafiker, Bildhauer, Maler, Lyriker;Männlich;Deutschland;Klitten;1948.0;;
13017;118655965;Berger, Peter;Schriftsteller, Lyriker;Unbekannt;Deutschland;;1942.0;;
13018;118088181;Schinkel, André;Schriftsteller, Archäologe, Lyriker;Männlich;Deutschland;Eilenburg;1972.0;;
13019;1033868604;Kitta, Gerhardt;Schriftsteller, Lyriker, Postbeamter;Männlich;Deutschland;Hindenburg (Oberschlesien);1913.0;1983.0;
13020;123079535;Tänzer, Gerhard;Schriftsteller, Lyriker, Lehrer;Männlich;Deutschland;Nordhausen;1937.0;2025.0;
13021;1074410165;Görgen, Adam;Pädagoge, Rektor, Theologe, Lyriker;Unbekannt;Deutschland;Pohlbach;1861.0;1915.0;
13022;104362368X;Grabowski, Paul;Lyriker, Lehrer;Männlich;Deutschland;;1878.0;1922.0;
13023;118563386;Klopstock, Friedrich Gottlieb;Schriftsteller, Dramatiker, Lyriker, Literaturwissenschaftler, Privatlehrer, Librettist, Schriftsteller;Männlich;Deutschland;Quedlinburg;1724.0;1803.0;
13024;118527304;Dreher, Eduard;Jurist, Philosoph, Schriftsteller, Lyriker;Männlich;Deutschland;;1907.0;1996.0;
13025;119248689;Brôcan, Jürgen;Schriftsteller, Lyriker, Essayist, Übersetzer;Männlich;Deutschland;Göttingen;1965.0;;
13026;116378328;Hagen, August;Schriftsteller, Kunsthistoriker, Historiker, Lyriker;Männlich;Deutschland;Königsberg;1797.0;1880.0;
13027;116351160;Habicht, Victor Curt;Kunsthistoriker, Lyriker;Männlich;Deutschland;Oberstein;1883.0;1945.0;
13028;115724117;Halbey, Hans Adolf;Kunsthistoriker, Schriftsteller, Museumsdirektor, Germanist, Lyriker, Kinderbuchautor;Männlich;Deutschland;St. Wendel;1922.0;2003.0;1987
13029;11872522X;Kuhlmann, Quirinus;Lyriker, Liederdichter;Männlich;Deutschland;Breslau;1651.0;1689.0;
13030;103343499X;Boettger, Kurt-Rudolf;Schriftsteller, Lyriker;Männlich;Deutschland (DDR);;1936.0;;
13031;1012371662;Wendling, Emil;Klassischer Philologe, Lyriker, Gymnasiallehrer;Unbekannt;Deutschland;Bad Kreuznach;1869.0;1941.0;
13032;142092479;Sahmann, Otto;Lyriker, Künstler, Kaufmännischer Angestellter;Männlich;Deutschland;Naila;1935.0;2000.0;
13033;124460291;Röhnert, Jan;Literaturwissenschaftler, Hochschullehrer, Übersetzer, Lyriker, Literaturkritiker, Schriftsteller, Fremdsprachenassistent;Männlich;Bulgarien, Deutschland, Frankreich, Italien;Gera;1976.0;;
13034;122693205;Kutsch, Axel;Schriftsteller, Lyriker, Herausgeber, Redakteur;Männlich;Deutschland;Bad Salzungen;1945.0;2025.0;
13035;1296492222;Davidenko, J. K. A. P. A.;Künstler, Lyriker;Männlich;Deutschland;München;1951.0;1980.0;
13036;1038713226;Hercher, Wolfgang;Schriftsteller, Jurist, Lyriker;Männlich;Deutschland;;1869.0;;1930
13037;128905999;Weiß, Thomas;Evangelischer Theologe, Pfarrer, Schriftsteller, Lyriker, Liederdichter;Männlich;Deutschland;Karlsruhe;1961.0;;
13038;118819631;Ling, Per Henrik;Arzt, Lyriker, Dramatiker, Lehrer, Autor, Hochschullehrer, Schriftsteller;Männlich;Schweden, Deutschland;;1776.0;1839.0;
13039;118550691;Heym, Stefan;Schriftsteller, Journalist, Lyriker, Politiker;Männlich;USA, Israel, Juden, Deutschland;Chemnitz;1913.0;2001.0;
13040;118503111;Angelus, Silesius;Schriftsteller, Lyriker, Liederdichter, Librettist, Arzt;Männlich;Deutschland;Breslau;1624.0;1677.0;
13041;118663518;Bischoff, Friedrich;Schriftsteller, Rundfunkintendant, Librettist, Schriftsteller, Lyriker, Rundfunkintendant;Männlich;Deutschland;Neumarkt (Niederschlesien);1896.0;1976.0;
13042;1381606415;Wolfhard;Lyriker, Musiker;Unbekannt;Deutschland;;1961.0;;
13043;1381593437;Hansen, Jannes;Lyriker, Musiker, Soziologe;Männlich;Deutschland;Oranienburg;1997.0;;
13044;11863030X;Weinrich, Harald;Philologe, Hochschullehrer, Romanist, Linguist, Lyriker;Männlich;Deutschland, Frankreich;Wismar;1927.0;2022.0;
13045;118576577;Maiwald, Peter;Schriftsteller, Lyriker;Männlich;Deutschland;Grötzingen (Nürtingen);1946.0;2008.0;
13046;118525921;Diplich, Hans;Schriftsteller, Lyriker, Volkskundler, Lehrer;Männlich;Rumänien, Deutschland;Grosskomlosch;1909.0;1990.0;
13047;1379016975;Birnhack, Franz;Lyriker;Männlich;Deutschland;;1836.0;1915.0;
13048;1365470830;Stawenow, Konstantin;Lyriker, Holzbildhauer;Unbekannt;Deutschland, Schweiz;Erfurt;2003.0;;
13049;118681117;Düttmann, Werner;Architekt, Stadtplaner, Hochschullehrer, Maler, Lyriker;Männlich;Deutschland;Berlin;1921.0;1983.0;
13050;118703951;Herzfelde, Wieland;Schriftsteller, Publizist, Verleger, Lyriker, Literaturkritiker, Übersetzer, Schauspieler, Hochschullehrer;Männlich;USA, Deutschland;Weggis;1896.0;1988.0;
13051;1018305645;Roeser, Ernst Eugen;Schriftsteller, Lyriker, Mathematiker, Studienrat;Männlich;Deutschland;Magdeburg;1881.0;;
13052;1048592154;Senden, Gerard Heinrich van;Theologe, Schriftsteller, Kirchenhistoriker, Prediger, Autor, Lyriker, Übersetzer, Geograf;Männlich;Deutschland, Niederlande;Uphusen (Emden);1793.0;1851.0;
13053;115470972;Biesalski, Hans-Konrad;Arzt, Chemiker, Hochschullehrer, Lyriker;Männlich;Deutschland;Marburg;1949.0;;
13054;1161628983;Müller-Salo, Johannes;Philosoph, Lyriker;Männlich;Großbritannien, Deutschland;;1988.0;;
13055;118547135;Hausmann, Manfred;Schriftsteller, Lyriker, Redakteur, Prediger, Drehbuchautor;Männlich;Deutschland;Kassel;1898.0;1986.0;1933
13056;120669277;Speier, Michael;Schriftsteller, Lyriker, Übersetzer, Literaturwissenschaftler, Germanist;Männlich;Deutschland;Renchen;1950.0;;
13057;118551108;Hille, Peter;Schriftsteller, Schauspieler, Lyriker, Dramatiker;Männlich;Deutschland;Erwitzen;1854.0;1904.0;
13058;115417745;Friebe, Karl;Schriftsteller, Lyriker;Männlich;Polen, Deutschland;Świdnica;1904.0;2002.0;
13059;1035171147;Cohrs, Adalbert;Schriftsteller, Lyriker, Soldat;Männlich;Deutschland;Eschershausen;1897.0;1918.0;
