ID;Bundesland;Nachname_original;Nachname;GND;Geschlecht;Titel;Erscheinungsjahr;Erscheinungsjahr_k;Lit.preis_Name;Lit.preis_Autor_in_Name;Jug.literatur
342;Mecklenburg-Vorpommern;Lasker-Schüler;Lasker-Schüler;https://d-nb.info/gnd/118569880;weiblich;unbekannt;unbekannt;1869;;;
1724;Baden-Württemberg;Lasker-Schüler;Lasker-Schüler;https://d-nb.info/gnd/118569880;weiblich;unbekannt;unbekannt;1869;;;
271;Hessen;Lebert;Lebert;https://d-nb.info/gnd/120849607;männlich;Crazy;1999;1999;;;ja
2185;Sachsen-Anhalt;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Das Feuerschiff;1960;1960;;Thomas-Mann-Preis (1984);nein
2849;Rheinland-Pfalz;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Das Feuerschiff;1960;1960;;Thomas-Mann-Preis (1984);nein
758;Niedersachsen;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Das Feuerschiff;1960;1960;;Thomas-Mann-Preis (1984);nein
2851;Rheinland-Pfalz;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Das Vorbild;1973;1973;;Thomas-Mann-Preis (1984);nein
2432;Sachsen-Anhalt;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Der Hofmeister;1774;1778;;;nein
900;Niedersachsen;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Der Hofmeister;1774;1778;;;nein
2582;Bayern;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Der Hofmeister;1774;1774;;;nein
1537;Baden-Württemberg;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Der Hofmeister;1774;1778;;;nein
208;Hessen;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Der Tintenfisch in der Garage;1977;1977;;;nein
2326;Sachsen-Anhalt;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Der Verlust;1981;1981;;Thomas-Mann-Preis (1984);nein
1518;Baden-Württemberg;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Deutschstunde;1968;1968;;Thomas-Mann-Preis (1984);nein
1136;Niedersachsen;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Deutschstunde;1968;1968;;Thomas-Mann-Preis (1984);nein
2327;Sachsen-Anhalt;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Deutschstunde;1968;1968;;Thomas-Mann-Preis (1984);nein
2850;Rheinland-Pfalz;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Deutschstunde;1968;1968;;Thomas-Mann-Preis (1984);nein
2595;Bayern;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Deutschstunde;1968;1968;;Thomas-Mann-Preis (1984);nein
183;Hessen;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Die Deutschstunde;1968;1968;;Thomas-Mann-Preis (1984);nein
2433;Sachsen-Anhalt;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Die Soldaten;1776;1776;;;nein
2583;Bayern;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Die Soldaten;1776;1776;;;nein
2329;Sachsen-Anhalt;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Exerzierplatz;1985;1985;;Thomas-Mann-Preis (1984);nein
210;Hessen;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Heimatmuseum;1978;1978;;Thomas-Mann-Preis (1984);nein
2328;Sachsen-Anhalt;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Heimatmuseum;1978;1978;;Thomas-Mann-Preis (1984);nein
2186;Sachsen-Anhalt;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Schweigeminute;2008;2008;;Thomas-Mann-Preis (1984);nein
759;Niedersachsen;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Schweigeminute;2008;2008;;Thomas-Mann-Preis (1984);nein
675;Niedersachsen;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;So zärtlich war Suleyken;1955;1955;;Thomas-Mann-Preis (1984);nein
1229;Bayern;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;unbekannt;unbekannt;1926;;;
365;Mecklenburg-Vorpommern;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;unbekannt;unbekannt;1751;;;
2052;Sachsen;Lenz;Lenz;https://d-nb.info/gnd/118571680;männlich;Zerbin oder die neuere Philosophie;1776;1776;;;nein
58;Hessen;Leopardi;Leopardi;https://d-nb.info/gnd/118571834;männlich;Die Wette des Prometheus;1842;1842;;;nein
3067;Bremen;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Briefe, die neueste Literatur betreffend;1759;1759;;;nein
1794;Baden-Württemberg;Lessing;Lessing;https://d-nb.info/gnd/118572121;weiblich;Das fünfte Kind;1988;1988;;;nein
295;Hessen;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Emilia Galotti;1772;1772;;;nein
2584;Bayern;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Emilia Galotti;1772;1772;;;nein
2853;Rheinland-Pfalz;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Emilia Galotti;1772;1772;;;nein
1536;Baden-Württemberg;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Emilia Galotti;1772;1772;;;nein
1334;Brandenburg;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Emilia Galotti;1772;1772;;;nein
2434;Sachsen-Anhalt;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Emilia Galotti;1772;1772;;;nein
1;Hamburg;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Emilia Galotti;1772;1772;;;nein
840;Niedersachsen;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Emilia Galotti;1772;1772;;;nein
6;Hessen;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Fabeln. Drey Bücher: Nebst Abhandlungen mit dieser Dichtungsart verwandten Inhalts.;1759;1759;;;nein
1370;Bremen;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Hamburgische Dramaturgie;1767;1767;;;nein
2585;Bayern;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Minna von Barnhelm;1767;1767;;;nein
832;Niedersachsen;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Minna von Barnhelm;1767;1767;;;nein
2209;Sachsen-Anhalt;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Minna von Barnhelm;1767;1767;;;nein
2852;Rheinland-Pfalz;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Minna von Barnhelm;1767;1767;;;nein
2435;Sachsen-Anhalt;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Miss Sara Sampson;1755;1755;;;nein
1615;Baden-Württemberg;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Nathan der Weise;1779;1779;;;nein
10;Hessen;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Nathan der Weise;1779;1779;;;nein
833;Niedersachsen;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Nathan der Weise;1779;1779;;;nein
2994;Saarland;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Nathan der Weise;1779;1779;;;nein
2586;Bayern;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Nathan der Weise;1779;1779;;;nein
2854;Rheinland-Pfalz;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Nathan der Weise;1779;1779;;;nein
2210;Sachsen-Anhalt;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;Nathan der Weise;1779;1779;;;nein
1670;Baden-Württemberg;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;unbekannt;unbekannt;1729;;;
346;Mecklenburg-Vorpommern;Lessing;Lessing;https://d-nb.info/gnd/118572121;männlich;unbekannt;unbekannt;1729;;;
2855;Rheinland-Pfalz;Leupold;Leupold;https://d-nb.info/gnd/119522519;weiblich;Edmond: Geschichten einer Sehnsucht;1992;1992;;;nein
1775;Baden-Württemberg;Levi;Levi;https://d-nb.info/gnd/118572326;männlich;Ist das ein Mensch?;1947;1947;;;nein
760;Niedersachsen;Levi;Levi;https://d-nb.info/gnd/118572326;männlich;Ist das ein Mensch?;1947;1947;;;nein
676;Niedersachsen;Levoy;Levoy;https://d-nb.info/gnd/120618869;männlich;Der gelbe Vogel;1977;1977;Buxtehuder Bulle (1982), Deutscher Jugendliteraturpreis (1982), Preis der Leseratten (1982);;ja
2148;Sachsen-Anhalt;Levoy;Levoy;https://d-nb.info/gnd/120618869;männlich;Der gelbe Vogel;1977;1977;Buxtehuder Bulle (1982), Deutscher Jugendliteraturpreis (1982), Preis der Leseratten (1982);;ja
677;Niedersachsen;Levoy;Levoy;https://d-nb.info/gnd/120618869;männlich;Ein Schatten wie ein Leopard;1981;1981;;;ja
2147;Sachsen-Anhalt;Levoy;Levoy;https://d-nb.info/gnd/120618869;männlich;Ein Schatten wie ein Leopard;1981;1981;;;ja
2330;Sachsen-Anhalt;Lichtenberg;Lichtenberg;https://d-nb.info/gnd/118572628;männlich;Sudelbücher;1800;1806;;;nein
1028;Niedersachsen;Lichtenstein;Lichtenstein;https://d-nb.info/gnd/118832891;männlich;Punkt;1914;1914;;;nein
1196;Bayern;Lichtenstein;Lichtenstein;https://d-nb.info/gnd/118832891;männlich;unbekannt;unbekannt;1889;;;
628;Niedersachsen;Lindgren;Lindgren;https://d-nb.info/gnd/118573217;weiblich;Die Brüder Löwenherz;1973;1973;Internationaler Janusz-Korczak-Literaturpreis (1979), Wilhelm-Hauff-Preis (1979);;ja
2119;Sachsen-Anhalt;Lindgren;Lindgren;https://d-nb.info/gnd/118573217;weiblich;Die Brüder Löwenherz;1973;1973;Internationaler Janusz-Korczak-Literaturpreis (1979), Wilhelm-Hauff-Preis (1979);;ja
629;Niedersachsen;Lindgren;Lindgren;https://d-nb.info/gnd/118573217;weiblich;Ronja Räubertochter;1982;1981;;;ja
2118;Sachsen-Anhalt;Lindgren;Lindgren;https://d-nb.info/gnd/118573217;weiblich;Ronja Räubertochter;1982;1981;;;ja
1031;Niedersachsen;Loerke;Loerke;https://d-nb.info/gnd/118728814;männlich;Blauer Abend in Berlin;1911;1911;;;nein
1197;Bayern;Loerke;Loerke;https://d-nb.info/gnd/118728814;männlich;unbekannt;unbekannt;1884;;;
2856;Rheinland-Pfalz;Loerke;Loerke;https://d-nb.info/gnd/118728814;männlich;unbekannt;unbekannt;1884;;;
2331;Sachsen-Anhalt;Loest;Loest;https://d-nb.info/gnd/11857390X;männlich;Es geht seinen Gang oder Mühen in unserer Ebene;1978;1978;;;nein
1104;Niedersachsen;Loest;Loest;https://d-nb.info/gnd/11857390X;männlich;Es geht seinen Gang oder Mühen in unserer Ebene;1978;1978;;;nein
2332;Sachsen-Anhalt;Loest;Loest;https://d-nb.info/gnd/11857390X;männlich;Nikolaikirche;1995;1995;;;ja
1622;Baden-Württemberg;Loest;Loest;https://d-nb.info/gnd/11857390X;männlich;Nikolaikirche;1995;1995;;;ja
2857;Rheinland-Pfalz;Loest;Loest;https://d-nb.info/gnd/11857390X;männlich;unbekannt;unbekannt;1926;;;
916;Niedersachsen;Loher;Loher;https://d-nb.info/gnd/119393271;weiblich;Klaras Verhältnisse;2000;2000;;;nein
3048;Saarland;Loher;Loher;https://d-nb.info/gnd/119393271;weiblich;Tätowierung;1992;1992;Stücke-Förderpreis des Goethe-Instituts (1993);;nein
630;Niedersachsen;London;London;https://d-nb.info/gnd/118574183;männlich;Der Seewolf;1904;1904;;;nein
631;Niedersachsen;London;London;https://d-nb.info/gnd/118574183;männlich;Wolfsblut;1906;1906;;;nein
2468;Baden-Württemberg;London;London;https://d-nb.info/gnd/118574183;männlich;Wolfsblut;1906;1906;;;nein
1807;Baden-Württemberg;Mérimée;Mérimée;https://d-nb.info/gnd/118581104;männlich;Carmen;1845;1845;;;nein
994;Niedersachsen;Mörike;Mörike;https://d-nb.info/gnd/118583107;männlich;Das verlassene Mägdlein;1838;1829;;;nein
48;Hessen;Mörike;Mörike;https://d-nb.info/gnd/118583107;männlich;Maler Nolten;1832;1832;;;nein
2341;Sachsen-Anhalt;Mörike;Mörike;https://d-nb.info/gnd/118583107;männlich;Mozart auf der Reise nach Prag;1855;1855;;;nein
62;Hessen;Mörike;Mörike;https://d-nb.info/gnd/118583107;männlich;Mozart auf der Reise nach Prag;1855;1855;;;nein
1557;Baden-Württemberg;Mörike;Mörike;https://d-nb.info/gnd/118583107;männlich;Mozart auf der Reise nach Prag;1855;1855;;;nein
2575;Bayern;Mörike;Mörike;https://d-nb.info/gnd/118583107;männlich;unbekannt;unbekannt;1804;;;
1693;Baden-Württemberg;Mörike;Mörike;https://d-nb.info/gnd/118583107;männlich;unbekannt;unbekannt;1804;;;
2866;Rheinland-Pfalz;Mörike;Mörike;https://d-nb.info/gnd/118583107;männlich;unbekannt;unbekannt;1804;;;
2344;Sachsen-Anhalt;Müller;Müller;https://d-nb.info/gnd/119053071;weiblich;Atemschaukel;2009;2009;Franz-Werfel-Menschenrechtspreis (2009);;nein
194;Hessen;Müller;Müller;https://d-nb.info/gnd/118584944;männlich;Befreiung des Prometheus (In: Zement);1973;1973;Hörspielpreis der Kriegsblinden (1986);;nein
2343;Sachsen-Anhalt;Müller;Müller;https://d-nb.info/gnd/118584944;männlich;Das Eiserne Kreuz;1956;1956;;;nein
1613;Baden-Württemberg;Müller;Müller;https://d-nb.info/gnd/118584944;männlich;Der Auftrag;1980;1981;;;nein
2345;Sachsen-Anhalt;Müller;Müller;https://d-nb.info/gnd/119053071;weiblich;Der Fuchs war damals schon der Jäger;1992;1992;;;nein
206;Hessen;Müller;Müller;https://d-nb.info/gnd/118584944;männlich;Die Hamletmaschine;1979;1977;Kleist-Preis (1990);;nein
2437;Sachsen-Anhalt;Müller;Müller;https://d-nb.info/gnd/118584944;männlich;Die Hamletmaschine;1979;1977;Kleist-Preis (1990);;nein
2436;Sachsen-Anhalt;Müller;Müller;https://d-nb.info/gnd/118584944;männlich;Germania Tod in Berlin;1956;1956;;;nein
1524;Baden-Württemberg;Müller;Müller;https://d-nb.info/gnd/119053071;weiblich;Niederungen;1982;1982;;;nein
2346;Sachsen-Anhalt;Müller;Müller;https://d-nb.info/gnd/119053071;weiblich;Niederungen;1982;1982;;;nein
1231;Bayern;Müller;Müller;https://d-nb.info/gnd/119053071;weiblich;unbekannt;unbekannt;1953;;;
632;Niedersachsen;Maar;Maar;https://d-nb.info/gnd/119208466;männlich;Lippels Traum;1984;1984;;;ja
2104;Sachsen-Anhalt;Maar;Maar;https://d-nb.info/gnd/119208466;männlich;Lippels Traum;1984;1984;;;ja
1746;Baden-Württemberg;Mahfuz;Mahfuz;https://d-nb.info/gnd/118576259;männlich;Miramar;1967;1967;;;nein
2858;Rheinland-Pfalz;Mainzer;Mainzer;https://d-nb.info/gnd/116689749;männlich;Prometheus;1939;1939;;;nein
678;Niedersachsen;Malecha;Malecha;https://d-nb.info/gnd/1041246439;männlich;Die Probe;1954;1954;;;nein
2864;Rheinland-Pfalz;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Bekenntnisse des Hochstaplers Felix Krull;1954;1954;;Nobelpreis für Literatur (1929);nein
2335;Sachsen-Anhalt;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Bekenntnisse des Hochstaplers Felix Krull;1922;1954;;Nobelpreis für Literatur (1929);nein
1578;Baden-Württemberg;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Buddenbrooks;1901;1901;;Nobelpreis für Literatur (1929);nein
79;Hessen;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Buddenbrooks;1901;1901;;Nobelpreis für Literatur (1929);nein
763;Niedersachsen;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Buddenbrooks;1901;1901;;Nobelpreis für Literatur (1929);nein
2859;Rheinland-Pfalz;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Buddenbrooks;1901;1901;;Nobelpreis für Literatur (1929);nein
2336;Sachsen-Anhalt;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Buddenbrooks;1901;1901;;Nobelpreis für Literatur (1929);nein
83;Hessen;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Das Wunderkind;1903;1903;;Nobelpreis für Literatur (1929);nein
2339;Sachsen-Anhalt;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Der Erwählte;1951;1951;;Nobelpreis für Literatur (1929);nein
76;Hessen;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Der kleine Herr Friedemann;1897;1897;;Nobelpreis für Literatur (1929);nein
95;Hessen;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Der Tod in Venedig;1912;1912;;Nobelpreis für Literatur (1929);nein
2338;Sachsen-Anhalt;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Der Tod in Venedig;1912;1912;;Nobelpreis für Literatur (1929);nein
1564;Baden-Württemberg;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Der Tod in Venedig;1912;1912;;Nobelpreis für Literatur (1929);nein
2861;Rheinland-Pfalz;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Der Tod in Venedig;1912;1912;;Nobelpreis für Literatur (1929);nein
2862;Rheinland-Pfalz;Mann;Mann;https://d-nb.info/gnd/118577131;männlich;Der Untertan;1914;1914;;;nein
959;Niedersachsen;Mann;Mann;https://d-nb.info/gnd/118577131;männlich;Der Untertan;1914;1914;;;nein
1577;Baden-Württemberg;Mann;Mann;https://d-nb.info/gnd/118577131;männlich;Der Untertan;1914;1914;;;nein
110;Hessen;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Der Zauberberg;1924;1924;;Nobelpreis für Literatur (1929);nein
143;Hessen;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Doktor Faustus;1947;1947;;Nobelpreis für Literatur (1929);nein
2863;Rheinland-Pfalz;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Doktor Faustus;1947;1947;;Nobelpreis für Literatur (1929);nein
3020;Saarland;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Mario und der Zauberer;1930;1930;;Nobelpreis für Literatur (1929);nein
2632;Bayern;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Mario und der Zauberer;1930;1930;;Nobelpreis für Literatur (1929);nein
1597;Baden-Württemberg;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Mario und der Zauberer;1930;1930;;Nobelpreis für Literatur (1929);nein
2188;Sachsen-Anhalt;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Mario und der Zauberer;1930;1930;;Nobelpreis für Literatur (1929);nein
762;Niedersachsen;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Mario und der Zauberer;1930;1930;;Nobelpreis für Literatur (1929);nein
118;Hessen;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Mario und der Zauberer;1930;1930;;Nobelpreis für Literatur (1929);nein
126;Hessen;Mann;Mann;https://d-nb.info/gnd/118577158;männlich;Mephisto. Roman einer Karriere;1936;1936;;;nein
2334;Sachsen-Anhalt;Mann;Mann;https://d-nb.info/gnd/118577158;männlich;Mephisto. Roman einer Karriere;1936;1936;;;nein
2333;Sachsen-Anhalt;Mann;Mann;https://d-nb.info/gnd/118577131;männlich;Professor Unrat;1905;1905;;;nein
952;Niedersachsen;Mann;Mann;https://d-nb.info/gnd/118577131;männlich;Professor Unrat;1905;1905;;;nein
2860;Rheinland-Pfalz;Mann;Mann;https://d-nb.info/gnd/118577131;männlich;Professor Unrat;1905;1905;;;nein
82;Hessen;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Tonio Kröger;1903;1903;;Nobelpreis für Literatur (1929);nein
2187;Sachsen-Anhalt;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Tonio Kröger;1903;1903;;Nobelpreis für Literatur (1929);nein
761;Niedersachsen;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Tonio Kröger;1903;1903;;Nobelpreis für Literatur (1929);nein
2337;Sachsen-Anhalt;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;Tristan;1903;1903;;Nobelpreis für Literatur (1929);nein
1176;Bayern;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;unbekannt;unbekannt;1871;;;
1177;Bayern;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;unbekannt;unbekannt;1875;;Nobelpreis für Literatur (1929);
358;Mecklenburg-Vorpommern;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;unbekannt;unbekannt;1875;;Nobelpreis für Literatur (1929);
360;Mecklenburg-Vorpommern;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;unbekannt;unbekannt;1906;;;
1347;Bremen;Mann;Mann;https://d-nb.info/gnd/118577166;männlich;unbekannt;unbekannt;1875;;Nobelpreis für Literatur (1929);
1796;Baden-Württemberg;Marías;Marías;https://d-nb.info/gnd/115745459;männlich;Mein Herz so weiß;1996;1992;;;nein
2865;Rheinland-Pfalz;Marías;Marías;https://d-nb.info/gnd/115745459;männlich;Mein Herz so weiß;1996;1996;;;nein
2505;Baden-Württemberg;Marai;Marai;https://d-nb.info/gnd/118730789;männlich;Das Vermächtnis der Eszter;1939;1939;;;nein
765;Niedersachsen;Maron;Maron;https://d-nb.info/gnd/118842269;weiblich;Das Missverständnis;1982;1982;;;nein
764;Niedersachsen;Maron;Maron;https://d-nb.info/gnd/118842269;weiblich;Flugasche;1981;1981;;;nein
2340;Sachsen-Anhalt;Maron;Maron;https://d-nb.info/gnd/118842269;weiblich;Flugasche;1981;1981;;;nein
2535;Baden-Württemberg;Maron;Maron;https://d-nb.info/gnd/118842269;weiblich;Pawels Briefe;1999;1999;;;nein
1102;Niedersachsen;Maron;Maron;https://d-nb.info/gnd/118842269;weiblich;Stille Zeile Sechs;1991;1991;;;nein
1348;Bremen;Marthaler;Marthaler;https://d-nb.info/gnd/124008100;männlich;unbekannt;unbekannt;1951;;;
767;Niedersachsen;Marti;Marti;https://d-nb.info/gnd/118578251;männlich;Neapel sehen: Erzählungen;1996;1996;;;nein
303;Mecklenburg-Vorpommern;Martin;Martin;https://d-nb.info/gnd/1069316873;männlich;Sommer unter schwarzen Flügeln;2015;2015;Deutscher Jugendliteraturpreis (2016), Friedolin Jugendbuchpreis (2015);;ja
2620;Bayern;Maurensig;Maurensig;https://d-nb.info/gnd/115653457;männlich;Die Lüneburgvariante;1993;1993;;;nein
2053;Sachsen;McCarten;McCarten;https://d-nb.info/gnd/121382893;männlich;Superhero (Roman);2007;2006;Literaturpreis der Jury der jungen Leser (2008);;ja
1795;Baden-Württemberg;McEwan;McEwan;https://d-nb.info/gnd/119252694;männlich;Abbitte;2001;2001;Deutscher Bücherpreis für internationale Belletristik (2003);;nein
2059;Sachsen;McKay;McKay;https://d-nb.info/gnd/115548246;weiblich;Vier verrückte Schwestern;1991;1991;;;ja
2137;Sachsen-Anhalt;Mechtel;Mechtel;https://d-nb.info/gnd/118782797;weiblich;Cold Turkey;1992;1992;;;ja
209;Hessen;Mechtel;Mechtel;https://d-nb.info/gnd/118782797;weiblich;Wir sind arm, wir sind reich;1977;1977;;;ja
1020;Niedersachsen;Meckel;Meckel;https://d-nb.info/gnd/118579819;männlich;Andere Erde;1974;1974;;;nein
1075;Niedersachsen;Meckel;Meckel;https://d-nb.info/gnd/118579819;männlich;Suchbild. Über meinen Vater;1980;1980;Bremer Literaturpreis (1981);;nein
218;Hessen;Meckel;Meckel;https://d-nb.info/gnd/118579819;männlich;Suchbild. Über meinen Vater;1980;1980;Bremer Literaturpreis (1981);;nein
2469;Baden-Württemberg;Melville;Melville;https://d-nb.info/gnd/118580604;männlich;Moby Dick;1851;1851;;;nein
679;Niedersachsen;Melville;Melville;https://d-nb.info/gnd/118580604;männlich;Moby Dick;1851;1851;;;nein
1649;Baden-Württemberg;Menasse;Menasse;https://d-nb.info/gnd/12239089X;männlich;Selige Zeiten, brüchige Welt;1991;1991;;;nein
1354;Bremen;Menasse;Menasse;https://d-nb.info/gnd/12239089X;männlich;unbekannt;unbekannt;1954;;;
2054;Sachsen;Meyer;Meyer;https://d-nb.info/gnd/131369180;männlich;Als wir träumten;2006;2006;Mara-Cassens-Preis (2006), Clemens-Brentano-Preis (2007);Rheingau Literatur Preis (2006);nein
971;Niedersachsen;Meyer;Meyer;https://d-nb.info/gnd/118581775;männlich;Auf dem Canal grande;1882;1882;;;nein
768;Niedersachsen;Meyer;Meyer;https://d-nb.info/gnd/118581775;männlich;Das Amulett;1873;1873;;;nein
1611;Baden-Württemberg;Meyer;Meyer;https://d-nb.info/gnd/118581775;männlich;Das Amulett;1873;1873;;;nein
2633;Bayern;Meyer;Meyer;https://d-nb.info/gnd/118581775;männlich;Der Heilige;1880;1880;;;nein
1041;Niedersachsen;Meyer;Meyer;https://d-nb.info/gnd/118581775;männlich;Der römische Brunnen;1882;1882;;;nein
2564;Bayern;Meyer;Meyer;https://d-nb.info/gnd/118581775;männlich;unbekannt;unbekannt;1825;;;
995;Niedersachsen;Meyer;Meyer;https://d-nb.info/gnd/118581775;männlich;Zwei Segel;1882;1895;;;nein
99;Hessen;Meyrink;Meyrink;https://d-nb.info/gnd/118582046;männlich;Der Golem;1913;1915;;;nein
2602;Bayern;Miller;Miller;https://d-nb.info/gnd/118582496;männlich;Hexenjagd;1953;1953;;;nein
1797;Baden-Württemberg;Miller;Miller;https://d-nb.info/gnd/118582496;männlich;Tod eines Handlungsreisenden;1949;1949;;;nein
2043;Sachsen;Miller;Miller;https://d-nb.info/gnd/118582496;männlich;Tod eines Handlungsreisenden;1949;1949;;;nein
2455;Sachsen-Anhalt;Miller;Miller;https://d-nb.info/gnd/118582496;männlich;Tod eines Handlungsreisenden;1949;1949;;;nein
306;Mecklenburg-Vorpommern;Moers;Moers;https://d-nb.info/gnd/121686876;männlich;Prinzessin Insomnia und der alptraumfarbene Nachtmahr;2017;2017;;;ja
2522;Baden-Württemberg;Molière;Molière;https://d-nb.info/gnd/11858331X;männlich;Der eingebildete Kranke;1673;1673;;;nein
812;Niedersachsen;Molière;Molière;https://d-nb.info/gnd/11858331X;männlich;Der eingebildete Kranke;1673;1673;;;nein
811;Niedersachsen;Molière;Molière;https://d-nb.info/gnd/11858331X;männlich;Der Geizige;1668;1668;;;nein
2521;Baden-Württemberg;Molière;Molière;https://d-nb.info/gnd/11858331X;männlich;Der Geizige;1668;1668;;;nein
1198;Bayern;Morgenstern;Morgenstern;https://d-nb.info/gnd/11881169X;männlich;unbekannt;unbekannt;1871;;;
1725;Baden-Württemberg;Morgenstern;Morgenstern;https://d-nb.info/gnd/11881169X;männlich;unbekannt;unbekannt;1871;;;
193;Hessen;Morgner;Morgner;https://d-nb.info/gnd/118817663;weiblich;Die wundersamen Reisen Gustavs des Weltfahrers;1972;1972;;;nein
2342;Sachsen-Anhalt;Moritz;Moritz;https://d-nb.info/gnd/118584162;männlich;Anton Reiser;1785;1785;;;nein
2867;Rheinland-Pfalz;Moritz;Moritz;https://d-nb.info/gnd/118584162;männlich;Anton Reiser;1785;1785;;;nein
16;Hessen;Moritz;Moritz;https://d-nb.info/gnd/118584162;männlich;Anton Reiser;1785;1785;;;nein
1644;Baden-Württemberg;Moritz;Moritz;https://d-nb.info/gnd/118584162;männlich;Anton Reiser;1785;1785;;;nein
870;Niedersachsen;Moritz;Moritz;https://d-nb.info/gnd/118584162;männlich;Anton Reiser;1785;1785;;;nein
2060;Sachsen;Morrison;Morrison;https://d-nb.info/gnd/132029006;weiblich;Der Windzähmer;2006;2007;;;ja
2456;Sachsen-Anhalt;Morrison;Morrison;https://d-nb.info/gnd/132029006;weiblich;Menschenkind;1987;1987;;;nein
