;ID;Titel;Inhalt;Semester;Art;Intervall_Start;Intervall_End;Universität;NER_Pers_Inhalt;NER_Pers_Titel
255;stuttgart0198;Examenskolloquium;Das Examenskolloquium richtet sich prüferübergreifend an alle KandidatInnen, die im Frühjahr 2020 die mündliche Staatsexamensprüfung im Fach Deutsch ablegen werden. Es dient der Prüfungsvorbereitung, insbesondere der Vermittlung des Grundlagen- und Überblickswissens im Bereich der Neueren Deutschen Literatur.;wise19-20;Kolloquium (KO);2019-09;2020-03;stuttgart;;
256;stuttgart0199;Dramen im Deutschunterricht der Mittel- und Oberstufe;"Die Lektüre dramatischer Texte ist ein fester Bestandteil des Deutschunterrichts. Weil dramatische Texte von ihren Autoren nicht geschrieben werden, um gelesen, sondern um gespielt zu werden, soll der Dramentext nicht nur nach Strukturen, Formen, Formmitteln und Techniken analysiert werden, sondern mit dem Drama auch handelnd und produktiv umgegangen werden. Zudem soll hinterfragt werden, welchen motivationalen Mehrwert dramatische Texte für den Oberstufenschüler besitzen und inwieweit der Umgang mit ihnen Schülerinnen und Schüler im Sinne des erweiterten Lernbegriffs kompetent(er) machen.

An Einzelbeispielen werden die speziellen didaktischen und methodischen Herausforderungen an den Dramenunterricht in der Oberstufe behandelt. Das Wissen und die Anwendung von Grundprinzipien des Deutschunterrichts (Kompetenzorientierung, Handlungs- und Produktionsorientierung, integrativer Deutschunterricht etc.) sollen vertieft, sowohl klassisch-analytische als auch Mittel der produktiven Hermeneutik (Theatermethodik und szenisches Spiel) erprobt und reflektiert werden. Gearbeitet wird dabei mit einer Auswahl klassischer Dramentexte (s.u.), allerdings soll auch ein Blick auf aktuelle dramatische Texte und ihre Eignung für den Unterricht geworfen werden.";wise19-20;Seminar (SE);2019-09;2020-03;stuttgart;;
257;stuttgart0200;Gender in der Gegenwartsliteratur;"Eine Zeitlang schien es zumindest in Literaturwissenschaft und Philosophie so, als sei die Debatte um die Geschlechterdifferenz an ein vorläufiges Ende gelangt. Mit Judith Butlers Buch „Gender Trouble“ (1990) war klar, dass Geschlecht performativ ist, eine kulturelle Einschreibung, die diskursiv vorgenommen wird und parodistisch gebrochen werden kann. 
Leider ist die Praxis der Theorie nicht gefolgt; das hat die „Me too“-Debatte nur allzu schmerzlich in Erinnerung gerufen. Grund genug also, sich wieder mit der Theoretisierung von Geschlecht auseinanderzusetzen. Wir werden dazu in der Übung zum einen Klassiker der feministischen Theoriebildung (darunter Simone de Beauvoir, Judith Butler, Joan Rivière), aber auch zeitgenössische Vorschläge zur Konzeptualisierung von Geschlecht diskutieren. Zum anderen wenden wir uns Romanen der Gegenwartsliteratur (u.a. von Karen Duve, Daniela Krien, Juli Zeh) zu und analysieren, wie das Verhältnis der Geschlechter in ihnen entworfen wird. Um sicherzustellen, dass Sie sich mit dem Thema ein Semester lang beschäftigen möchten, lesen Sie bitte bereits vor Beginn der Übung den auf ILIAS bereitgestellten Einführungsartikel.";wise19-20;Seminar (SE);2019-09;2020-03;stuttgart;['Judith Butlers', 'Simone de Beauvoir', 'Judith Butler', 'Joan Rivière', 'Karen Duve', 'Daniela Krien', 'Juli Zeh'];
258;stuttgart0201;Dramen im Deutschunterricht der Mittel- und Oberstufe;"Die Lektüre dramatischer Texte ist ein fester Bestandteil des Deutschunterrichts. Weil dramatische Texte von ihren Autoren nicht geschrieben werden, um gelesen, sondern um gespielt zu werden, soll der Dramentext nicht nur nach Strukturen, Formen, Formmitteln und Techniken analysiert werden, sondern mit dem Drama auch handelnd und produktiv umgegangen werden. Zudem soll hinterfragt werden, welchen motivationalen Mehrwert dramatische Texte für den Oberstufenschüler besitzen und inwieweit der Umgang mit ihnen Schülerinnen und Schüler im Sinne des erweiterten Lernbegriffs kompetent(er) machen.

An Einzelbeispielen werden die speziellen didaktischen und methodischen Herausforderungen an den Dramenunterricht in der Oberstufe behandelt. Das Wissen und die Anwendung von Grundprinzipien des Deutschunterrichts (Kompetenzorientierung, Handlungs- und Produktionsorientierung, integrativer Deutschunterricht etc.) sollen vertieft, sowohl klassisch-analytische als auch Mittel der produktiven Hermeneutik (Theatermethodik und szenisches Spiel) erprobt und reflektiert werden. Gearbeitet wird dabei mit einer Auswahl klassischer Dramentexte (s.u.), allerdings soll auch ein Blick auf aktuelle dramatische Texte und ihre Eignung für den Unterricht geworfen werden.";wise19-20;Seminar (SE);2019-09;2020-03;stuttgart;;
259;stuttgart0202;Das Sonett vom Barock bis ins 21. Jahrhundert;"Das Sonett ist bei aller – wiederholt und seit Jahrhunderten vorgebrachten – Kritik ungebrochen erfolgreich. So zeigt beispielsweise Jan Wagners Sonett „giersch“, in welch hohem Maß diese europäische Gedichtform auch noch heute und weit über die Germanistik hinaus Bekanntheit und Beliebtheit erlangen kann. Wir werden uns in diesem Seminar mit einzelnen Stationen der Lyrikgeschichte am Beispiel des Sonetts beschäftigen und dabei die Zeit vom Barock bis ins 21. Jahrhundert abschreiten. Im Vordergrund stehen Sonette kanonisierter Autoren, die wir gemeinsam exemplarisch analysieren und hinsichtlich gattungsgeschichtlicher Aspekte diskutieren.
Die jeweiligen Gedichte werden auf der uniinternen Lernplattform zur Verfügung gestellt.";wise19-20;Seminar (SE);2019-09;2020-03;stuttgart;['Jan Wagners'];
260;stuttgart0203;Annette von Droste-Hülshoff;Annette von Droste-Hülshoff ist eine zentrale Schriftstellerin des 19. Jahrhunderts, deren Lyrik und Prosatexte auch vor dem Hintergrund ihrer sozialen und regionalen Herkunft zu verstehen sind. Wir beschäftigen und im Rahmen dieses Seminars mit bekannten und weniger bekannten Texten dieser Autorin und setzen uns insbesondere mit kulturgeschichtlichen Aspekten ihres Werks auseinander.;sose20;Seminar (SE);2020-04;2020-08;stuttgart;['Annette von Droste-Hülshoff'];['Annette von Droste-Hülshoff']
261;stuttgart0204;Bertolt Brecht;"Bertolt Brecht gilt einer der bedeutendsten Dramatiker des 20. Jahrhundert. Mit dem 'Epischen Theater' hat er eine neue Dramenform geschaffen, die mit aristotelischen Kategorien gezielt bricht und als durchaus politisch gelten darf. Das Seminar wird sich der Entwicklung des 'Epischen Theaters' widmen, von frühen Formen bis zum späten poetologischen Text ""Das kleine Organon für das Theater"". Darüber hinaus soll auch der Lyriker Brecht nicht zu kurz kommen. Einige Sitzungen widmen sich ausgewählten lyrischen Texten. 
Das Seminar führt mit Übungsaufgaben und Reflexionssitzungen zudem in die methodische Praxis literaturwissenschaftlichen Arbeitens ein. Am Ende werden die Studierenden in der Lage sein, selbstständig eine wissenschaftliche Arbeit zu verfassen.";sose20;Seminar (SE);2020-04;2020-08;stuttgart;['Bertolt Brecht', 'Brecht'];['Bertolt Brecht']
262;stuttgart0205;Friedrich Hölderlin;Das Hölderlin-Jahr 2020, gefeiert anlässlich des 250. Geburtstages des Dichters, führt zu zahlreichen Veranstaltungen in ganz Deutschland. Zeit, sich mit dem Dichter und dessen Werk zu beschäftigen, das die Germanistik immer wieder neu herausfordert. Im Seminar werden wir ausgewählte Gedichte, den Roman Hyperion und das Trauerspiel Empedokles lesen und analysieren. Dazu werden wir uns mit einer Auswahl der reichen Forschung zu Hölderlin befassen. Ziel des Seminars ist es, dass die Teilnehmer*innen einen Einblick in Hölderlins Werk wie auch in verschiedene literatur- und kulturwissenschaftliche Ansätze gewinnen. Ein Besuch der Ausstellung in Marbach (DLA) ist vorgesehen.;sose20;Seminar (SE);2020-04;2020-08;stuttgart;['Hölderlin', 'Hölderlins'];['Friedrich Hölderlin']
263;stuttgart0206;Info-Veranstaltung zum MA Literaturwissenschaft: Germanistik;"Offene Infoveranstaltung für alle Interessierten, besonders geeignet ab dem vierten BA-Semester: Ich informiere über den Aufbau des Studiengangs MA Literaturwissenschaft sowie über das Bewerbungs- und Zulassungsverfahren und beantworte alle relevanten Fragen.

ACHTUNG: Aufgrund der aktuellen Lage habe ich Ihnen ein Powerpoint-Video aufgenommen (s. ILIAS-Kurs), das Sie sich in Ruhe zu Hause anschauen können. Im ILIAS-Chatraum können Sie dann noch weitere Fragen stellen, die ich Ihnen dort gerne beantworte.";sose20;Workshop (WS);2020-04;2020-08;stuttgart;;
264;stuttgart0207;Lektoratsübungen;"Fremde Texte gründlich zu lektorieren - die Rechtschreibung zu korrigieren, die Kommasetzung zu überprüfen und stilistisch Verbesserungsvorschläge zu machen - hilft nicht nur dem Urheber, einen besseren Text zu schreiben; zugleich verbessert der Lektor stetig seine eigenen Fähigkeiten, Texte zu schreiben. 
In dieser Übung werden wir gemeinsam Texte lektorieren. Zugleich werden nach Bedarf Grammatik-, Rechtschreib- und Kommaregeln wiederholt und es wird auf die relevanten Regelwerke verwiesen. Alle, die Ihre Textproduktion verbessern wollen, sind herzlich eingeladen.";sose20;Übung (UE);2020-04;2020-08;stuttgart;;
265;stuttgart0208;Theorie und Geschichte multiperspektivischen Erzählens;"Alles ist eine Frage der Perspektive. Diese Erkenntnis schlägt sich in besonderer Weise in multiperspektivischen Romanen nieder, in denen Handlung und Ereignisse mittels einer Fülle miteinander konkurrierender Figurenperspektiven erzählt werden. Gerade deshalb nutzt die jüngste Gegenwartsliteratur das multiperspektivische Erzählen, um die Unvereinbarkeit verschiedener subjektiver Wahrnehmungen darzustellen und damit auch einen diagnostischen Blick auf die pluralisierte und globalisierte Wirklichkeit zu werfen, in der wir leben. 
Nun ist ein derartiges Erzählen aber kein ausschließlich zeitgenössisches Phänomen. Ansätze zu multiperspektivischem Erzählen finden wir bereits in Texten der Antike. Auch später hat es immer wieder Epochen geben, in denen es in besonderer Weise genutzt wurde; hier wäre etwa an den Briefroman der Empfindsamkeit zu denken. 
Im Seminar werden wir uns zunächst mit der Theorie mehrperspektivischen Erzählens auseinandersetzen und einen gemeinsamen Begriff von Multiperspektivität erarbeiten. Im Anschluss werden wir dann ausgewählte Texte der deutschsprachigen Literatur auf Form und Funktion ihrer jeweiligen Multiperspektivität hin analysieren, um so auch Erkenntnisse über die Geschichte dieser Darstellungsform zu gewinnen. 

Die Primärliteratur wird gemeinsam mit den Studierenden zu Semesterbeginn ausgewählt. In Frage kämen z. B. E.T.A. Hoffmann: „Lebens-Ansichten des Katers Murr nebst fragmentarischer Biographie des Kapellmeisters Johannes Kreisler in zufälligen Makulaturblättern (1819/21) oder auch Romane der Gegenwartsliteratur wie Eva Menasse: „Quasikristalle“ (2013) oder Juli Zeh: ""Unterleuten"" (2016).";sose20;Übung (UE);2020-04;2020-08;stuttgart;['E.T.A. Hoffmann', 'Katers', 'Murr', 'Johannes Kreisler', 'Eva Menasse', 'Juli Zeh'];
266;stuttgart0209;Leben erzählen – Narrative Identität und personale Authentizität;"Woher wissen wir, wie wir „wirklich“ sind? Ein wesentlicher Teil unserer Identitätsbildung scheint über Selbstzuschreibungen realisiert zu werden, die sich mehr oder weniger mit den Fähigkeiten und Eigenschaften decken, die andere an uns wahrnehmen. Im Seminar wollen wir deshalb der Frage nachgehen, welchen Einfluss narrative Elemente auf unsere Selbstwahrnehmung und Identitätsbildung nehmen. 
Denn Erzählen ist eine, wenn nicht sogar die Möglichkeit, sich über sich selbst und die Welt zu verständigen; zudem hat sich, zumindest wenn man der Anthropologie glauben darf, unser Denken evolutionsgeschichtlich gemeinsam mit der Fähigkeit zum Erzählen entwickelt. Und schließlich besitzt gerade in der Gegenwart, in der die „großen“ Erzählungen in die Krise geraten sind, das autobiographische Erzählen einen besonderen Stellenwert. Das belegen die zahlreichen Menschen, die sich in den digitalen Medien tagtäglich mittels biographischem Material ihrer personalen Authentizität zu versichern suchen. 
Grund genug also, dass Literaturwissenschaft und Philosophie sich zusammenschließen, um den Besonderheiten der narrativen Identitätsstiftung nachzuforschen: Kann doch erstere Wissen über Erzählstrukturen und literarische Beispielerzählungen beisteuern und letztere über die Prozesse unsere Konstruktion von Wirklichkeit informieren. 
Im Seminar wollen wir uns nach einem theoretischen Teil dann allerdings nicht nur gelingenden Beispielen erzählerischer Selbstversicherung widmen, wie etwa berühmten Autobiographien, sondern auch Extrem- und Randfälle in Gestalt von Wahn, Identitäts- und Persönlichkeitsstörungen berücksichtigen. 
Um sicherzustellen, dass Sie sich mit der Thematik ein Semester lang beschäftigen möchten, lesen Sie bitte vor Seminarbeginn den auf ILIAS bereitgestellten Artikel ""Narrative Identität"" von Inga Römer.";sose20;Seminar (SE);2020-04;2020-08;stuttgart;['Inga Römer'];
267;stuttgart0210;Mensch-Natur-Verhältnisse in der Literatur;Der Ecocriticism zählt zu den neueren Ansätzen der Literatur- und Kulturwissenschaft, der sich mit dem Verhältnis des Menschen zur Natur auseinandersetzt und literarische Texte daraufhin befragt, welches Wissen über Natur in ihnen transportiert, modifiziert oder neu entworfen wird. Wir lesen dazu gemeinsam all jene Texte, die als zentrale Referenztexte dieses Forschungsfeldes im deutschsprachigen Kontext gelten und in denen die einschlägigen Themen wie Natur-/Technikkatastrophen, Evolution und Umweltveränderungen behandelt werden. Wir werden auch über das Konzept des Nature Writing diskutieren.;sose20;Seminar (SE);2020-04;2020-08;stuttgart;;
268;stuttgart0211;Literarische Übersetzung - Theorie und Praxis;"Dieser praxisorientierte Kurs wird eine Einführung in Übersetzungstheorie liefern und Studierenden die Möglichkeit geben, die eigenen Übersetzungskompetenzen zu entwickeln. Theoretische Texte werden die Grundlage der Diskussion im Seminar bilden. Diese werden Studierenden am Anfang des Semesters bereitgestellt. Praktische Übersetzungs- und Analyseaufgaben im Seminar ermöglichen die kritische Analyse von Übersetzungen und die Identifizierung von Problembereichen und erfolgreichen Übersetzungsstrategien. 
Studierende werden anhand eines Portfolios evaluiert, das aus einer literarischen Übersetzung und einer kritisch-theoretischen Einführung besteht. Der Kursschwerpunkt liegt auf der Übersetzung aus dem Englischen ins Deutsche, daher sind gute Englischkenntnisse von Vorteil. Studierende, die für die Portfolioarbeit aus einer anderen Sprache ins Deutsche übersetzen möchten, sollten dies vorab mit der Dozentin besprechen.";sose20;Seminar (SE);2020-04;2020-08;stuttgart;;
269;stuttgart0212;Heimatvorstellungen in der Gegenwartsliteratur;"Der Begriff Heimat evoziert unterschiedliche Vorstellungen: Teils wird er mit regionaler bzw. nationaler Herkunft gleichgesetzt, teils als Sehnsuchtsort beschrieben. In der Literaturgeschichte der letzten 200 Jahre rückte die Vorstellung von Heimat immer wieder in das Zentrum des Interesses von Schriftstellern. Es entstanden Heimatromane, Volksschauspiele oder Dorfgeschichten, die Heimat als Motiv erfolgreich in Szene setzten. In der neueren Gegenwartsliteratur werden Heimatvorstellungen erneut aufgegriffen, zementiert, aber auch − vor allem von Autor*innen mit Migrationshintergrund − in Frage gestellt. Das Seminar wird vor dem Hintergrund aktueller Debatten untersuchen, in welchen Kontexten Heimat thematisiert wird und welche Angebote die Literatur zur Verfügung stellt.

Geplante Texte: 
Aydemir, Fatma; Yaghoobifarah, Hengameh (Hg.): Eure Heimat ist unser Albtraum. Berlin 2019.
Erpenbeck, Jenny: Heimsuchung. Roman. München 2010.
Grjasnowa, Olga: Der Russe ist einer, der Birken liebt. Roman. München 2013.
Goosen, Frank: Sommerfest. Roman. Köln 2012.
Höller, Kristin: Schöner als überall. Originalausgabe. Berlin 2019.
Krug, Nora: Heimat. A German Family Album. 2018.
Piuk, Petra: Toni und Moni oder: Anleitung zum Heimatroman. Zürich 2019.
Salzmann, Sasha Marianna: Außer sich. Roman. Berlin 2018.
Stanišić, Saša: Herkunft. München 2019.
Stanišić, Saša: Vor dem Fest. Roman. München 2014.
Strauß, Botho: Herkunft. München 2014.";sose20;Seminar (SE);2020-04;2020-08;stuttgart;['Aydemir', 'Fatma', 'Yaghoobifarah', 'Hengameh', 'Erpenbeck', 'Jenny', 'Grjasnowa', 'Olga', 'Goosen', 'Frank', 'Höller', 'Kristin', 'Krug', 'Nora', 'Piuk', 'Petra', 'Toni', 'Moni', 'Salzmann', 'Sasha Marianna', 'Stanišić', 'Saša', 'Stanišić', 'Saša', 'Strauß', 'Botho'];
270;stuttgart0213;Autor oder KI? Strukturanalyse maschineller und menschengemachter Texte;"Im Literaturmuseum der Moderne dichtet Hans Magnus Enzensbergers Poesieautomat auf Knopfdruck. Eine Ausstellung zu Friedrich Hölderlin zeigt dessen ""Scardanelli""-Gedichte: Die überlieferten Gedichte, die er in einem Turmzimmer oberhalb des Neckars in Tübingen schrieb, sind anders als seine frühen gereimt. Sie wiederholen nicht nur Silben- und Akzent-Folgen, sondern auch den Klang der Wörter, was bei den kurzen Zeilen für den Effekt sorgt, als bringe sich die Sprache selbst hervor – unabhängig von einer Person, welche ihr Bedeutung und Stimme gibt. Die späten dieser ich-losen ‚Automaten‘-Texte schreibt Hölderlin auf Wunsch seiner Besucher als Geschenk für diese auf. Merken wir den Unterschied zwischen maschinellen und menschengemachten Texten oder wissen wir ihn nur? Was empfinden wir als 'menschlich' und 'echt'? Kann KI poetische Texte erzeugen und vielleicht sogar vorhersagen? Kann sie uns sogar beim Dichten helfen, weil sie z.B. neue assoziative Bedeutungshorizonte eröffnet? Im Seminar sollen webbasierte KI-Tools wie Talktotransformer.com genutzt werden, um poetische Strukturen zu analysieren, indem wir sie generieren. Hölderlins Textfragmente sind dabei der Ausgangspunkt.

Achtung: Aufgrund der durch Covid-19 veränderten Situation findet das Seminar nicht als Blockseminar statt. Die ersten Termine, jeweils von 18 bis 20 Uhr, finden Sie unten.";sose20;Seminar (SE);2020-04;2020-08;stuttgart;['Hans Magnus Enzensbergers', 'Friedrich Hölderlin', 'Hölderlin', 'Hölderlins'];
271;stuttgart0214;Heinrich von Kleist;"Das Seminar bietet eine Einführung in das Werk Heinrich von Kleists, eines wichtigen Autors der Zeit um 1800. Kleists Erzählungen und Dramen stellen Versuchsanordnungen dar, in denen die zeitgenössischen Ordnungsmuster auf die Probe und in Frage gestellt werden. Ob es sich nun um die Ordnung der Familie, die der Geschlechter, die des Rechts und oder die der Zeichen selbst handelt, immer inszenieren seine Werke Einbrüche in diese Ordnungen, die nur bedingt befriedet werden können. Auf diese Weise reflektieren und diskutieren sie die diskursiven Umbrüche um 1800. Neben der thematischen Ausrichtung auf die Ordnungsproblematik soll im Seminar die detaillierte Textarbeit im Vordergrund stehen, um so die Dramen- und Erzähltextanalyse einzuüben. 
Die vielfältigen Aspekte von Kleists Werk eröffnen zahlreiche spannende Themen, an denen die Abfassung einer wissenschaftlichen Hausarbeit erprobt werden kann. Auf dem Programm stehen in jedem Fall das Trauerspiel „Penthesilea“ und die Erzählung „Die Marquise von O…“, die Sie sich bitte ausschließlich in der unten genannten Ausgabe anschaffen. Lesen Sie bitte beide Texte bereits vor Semesterbeginn; weitere Primärtexte werden dann im Seminar bekanntgegeben. 

Heinrich von Kleist: Sämtliche Werke und Briefe. Hg. von Helmut Sembdner. München 2001.

Sekundärliteratur zur Einführung
Breuer, Ingo (Hg.): Kleist-Handbuch. Leben – Werk – Wirkung. Sonderausgabe. Stuttgart, Weimar 2013.";sose20;Seminar (SE);2020-04;2020-08;stuttgart;['Heinrich von Kleists', 'Kleists', 'Kleists', 'Heinrich von Kleist', 'Helmut Sembdner', 'Breuer', 'Ingo'];['Heinrich von Kleist']
272;stuttgart0215;Theorie der phantastischen Literatur;"""Die fantastische Literatur"", schreibt der französische Strukturalist Tzvetan Todorov völlig zu Recht, ""ist eine Art schmales, aber privilegiertes Territorium, von dem sich Hypothesen ableiten lassen, die die Literatur allgemein betreffen."" Was aber ist und wie funktioniert die phantastische Literatur? Und was für allgemeine Hypothesen lassen sich ableiten?

Im Verlauf der Vorlesung wird nach einem Überblick über die Forschungsgeschichte eine Theorie dieses literarischen Genres entwickelt, seine strukturelle Dominante aufgezeigt und seine Verfahren enthüllt, so daß sich die phantastische Literatur von angrenzenden Genres (Kunstmärchen, Kriminalerzählung, Utopie, Science Fiction usw.) abgrenzen läßt. Darüber hinaus wird eine allgemeine Theorie des wunderbaren thematischen Materials entworfen (dessen Struktur sich als Unsichtbarkeit, Besessenheit, Telekinese, Teufel usw. konkretisiert). Im Gegensatz zu früheren Ansätzen wird das Wunderbare in dieser Vorlesung jedoch nicht als Verstoß gegen naturwissenschaftliche Vorstellungen oder kulturgemeinschaftliche Wirklichkeitskonzepte begriffen (beides ignoriert das literarische Faktum), sondern als Bloßlegung künstlerischer Verfahren. Das eigentliche Thema der Phantastik ist keineswegs der Vampir, sondern das Erzählen selbst, da sie die sequentielle Lückenhaftigkeit des Erzählens ins Zentrum rückt.";sose20;Vorlesung (VO);2020-04;2020-08;stuttgart;['Tzvetan Todorov'];
273;stuttgart0216;Examenskolloquium;Das Examenskolloquium richtet sich prüferübergreifend an alle KandidatInnen, die im Herbst 2020 die mündliche Staatsexamensprüfung im Fach Deutsch ablegen werden. Es dient der Prüfungsvorbereitung, insbesondere der Vermittlung des Grundlagen- und Überblickswissens im Bereich der Neueren Deutschen Literatur.;sose20;Kolloquium (KO);2020-04;2020-08;stuttgart;;
274;stuttgart0217;Info-Veranstaltung zum M.Ed. Deutsch;Offene Infoveranstaltung für alle Interessierten, besonders geeignet ab dem vierten BA-Semester: Ich informiere über den Aufbau des Studiengangs Master of Education Deutsch sowie über das Bewerbungs- und Zulassungsverfahren und beantworte alle relevanten Fragen.;sose20;Workshop (WS);2020-04;2020-08;stuttgart;;
275;stuttgart0218;Lyrik im Deutschunterricht;"Ob Balladen, Lieder, konkrete Poesie, selbst produzierte Elfchen oder Parallelgedichte, ob Goethe; Brecht oder Rilke – lyrische Texte im Deutschunterricht bieten besondere didaktische und methodische Chancen, haben aber auch spezifische Tücken, die es zu bedenken gilt. Sind die Fünftklässler noch mit spielerischer Begeisterung bei der lyrischen Sache, schwindet häufig im Verlauf der Schulzeit diese Freude, zumal wenn die Beschäftigung mit Gedichten in die Aufsatzform „Gedichtinterpretation“ mündet. 

Warum ist dies so? Welche Möglichkeiten bietet Lyrik im schulischen Kontext?  Welche Kompetenzen sind nötig, um ein Gedicht zu interpretieren? Wie sind die didaktischen Konturen dieser Gattung überhaupt beschaffen? Mit diesen Fragen beschäftigt sich das Seminar, das an Einzelbeispielen und Unterrichtssequenzen didaktische und methodische Fragestellungen – in erster Linie bis Klasse 10 - beleuchtet. Ein Ausblick in Richtung Kursstufe, in der Lyrik aus verschiedenen Gründen und mit dem Schwerpunkt „Reiselyrik“ eine hervorgehobene Rolle spielt, rundet die Betrachtungen ab. 

Ebenfalls soll der popkulturelle Diskurs besondere Beachtung finden und in diesem Zusammenhang moderne Songtexte auf den Prüfstand für ihre schulische Eignung gestellt werden. Einen zweiten Schwerpunkt im Gesamtkontext der Thematik bietet die Frage nach Möglichkeiten und Grenzen, Sinn und Bedeutung selbstproduzierter lyrischer Texte im Deutschunterricht.";sose20;Seminar (SE);2020-04;2020-08;stuttgart;['Goethe', 'Brecht', 'Rilke'];
276;stuttgart0219;Epochen der deutschsprachigen Literatur;Auf vielfachen Wunsch der Studierenden bietet diese Vorlesung einen kompakten literaturgeschichtlichen Überblick über die zentralen Epochen der deutschsprachigen Literatur. Abgeschritten wird der Zeitraum von der Frühen Neuzeit bis zur aktuellen Gegenwart. Die einzelnen Epochen werden jeweils von einem/-r unterschiedlichen Dozenten/-in vorgestellt, so dass Sie am Ende der Vorlesung nicht nur sicher(er) in Epochenkenntnissen sind, sondern auch die Lehrenden der Stuttgarter NDL (Neueren deutschen Literaturwissenschaft) kennengelernt haben. Zu Beginn der Vorlesung werden die Vor- und Nachteile von Epocheneinteilungen erläutert wie auch die unterschiedlichen Konzepte der Literaturgeschichtsschreibung vorgestellt werden. Zu jeder der folgenden Vorlesungen sind zentrale Texte der jeweiligen Epoche(n) zu lesen – und zwar jeweils im Umfang von max. 120 Seiten/Woche. Auf diese Weise verfügen Sie am Ende der Vorlesung zudem auch über Basiskenntnisse des deutschsprachigen Literaturkanons, der für ein profundes Germanistikstudium unerlässlich ist. Zur Vertiefung steht ab Anfang des Semesters ein Semesterapparat mit zentralen Überblickswerken in der Institutsbibliothek zur Verfügung.;sose20;Vorlesung (VO);2020-04;2020-08;stuttgart;;
277;stuttgart0220;Literatur und Fotografie;"Eine mögliche Übersetzung des Wortes „Photographie“ lautet: „mit Licht schreiben.“ Nachdem bereits im frühen 19. Jahrhundert die ersten populäreren fotografischen Versuche durch Niépce und Daguerre unternommen wurden, ist die Fotografie schon um 1900 durch die Verbreitung in der Presse und durch das größere Aufkommen von Foto-Ateliers im kulturellen Alltag der deutschen Großstadt angekommen.
Im Seminar sollen Grundlagen zur Geschichte der Fotografie abgehandelt werden. Im Mittelpunkt steht jedoch die intermediale Wechselbeziehung zwischen Text und Bild vom 19. bis ins 20. Jahrhundert sowie zeitgenössische rezeptionsästhetische und poetologische Reflexionen zu den Medien Fotografie und Text. Gelesen und erforscht werden Grundlagentext zum Thema sowie Autoren, deren Nachlässe im Deutschen Literaturarchiv liegen. Das Seminar gibt gleichermaßen wissenschaftliche als auch exemplarische museumsdidaktische Einblicke in den Themenkomplex. 
Da die Blockveranstaltung als berufspraktisches Seminar angelegt ist, wird es voraussichtlich in drei aufeinander folgenden Tagen als Blockveranstaltung am Deutschen Literaturarchiv in Marbach a.N. stattfinden. Dabei erhalten Sie einen Einblick in die Archiv- und Museumsarbeit. Ziel ist es, Ihnen einerseits Möglichkeiten der Berufspraxis abseits der Universitäten und Schulen aufzuzeigen, andererseits bietet das Seminar die Möglichkeit zum wissenschaftlichen Arbeiten an Manuskripten und Typoskripten (et. al.) der Bestände des Deutschen Literaturarchivs. Das DLA verbindet die Abteilungen Archiv, Bibliothek, Forschung und Museum (Schillernationalmuseum und Literaturmuseum der Moderne) auf einem Campus und arbeitet abteilungsübergreifend. Welche vielschichtigen Verbindungen Text und Bild an einem solchen Ort eingehen, erfahren Sie bei Führungen durch die Museen, das Archiv und weitere Abteilungen. Das Seminar schließt mit eigener Forschungsarbeit an den Beständen des Archivs ab.
Der Blockveranstaltung wird eine Einzelsitzung vorangehen, um den Seminarplan und weitere Formalia zu besprechen. Die erste Sitzung findet an der Universität Stuttgart statt.";sose20;Seminar (SE);2020-04;2020-08;stuttgart;['Niépce', 'Daguerre'];
278;stuttgart0221;Macht und Hof im barocken Trauerspiel;Das Seminar bietet einen einführenden Überblick über Dramen – insbesondere Trauerspiele – des 17. Jahrhundert und ihre poetologischen, politischen und kulturellen Kontexte. Wir werden die Rolle der Bühne in der frühneuzeitlichen Gesellschaft und insbesondere am barocken Hof, ihre Funktion als didaktisches und repräsentatives Werkzeug und die Bedeutung der tragischen Gattung untersuchen. Wie stellt das Trauerspiel des 17. Jahrhunderts die fürstliche Macht und die Rolle des Hofes dar? Welche Geschichten bzw. welche Figuren werden auf der Bühne präsentiert und warum? Schwerpunkt der Diskussion stellen u.a. eine Auswahl an Märtyrerdramen und Geschichtsdramen von Autoren wie Andreas Gryphius, Daniel Casper von Lohenstein, Christian Weise und August Adolf von Haugwitz dar.;sose20;Seminar (SE);2020-04;2020-08;stuttgart;['Andreas Gryphius', 'Daniel Casper von Lohenstein', 'Christian Weise', 'August Adolf von Haugwitz'];
