;Index;Kommentar;wrong_mention;GND_ID;Mention;Mention_Ort;Titel;Inhalt;ID;Semester;Art;Intervall_Start;Intervall_End;Universität;NER_Pers_Titel;NER_Pers_Inhalt;Unnamed: 0;kommentar
615;;;;118568507;Lacans;Inhalt;Masterseminar NdL: Psychische Apparate. Zur Literatur- und Mediengeschichte der Seele nach 1900;"Wird im 19. Jahrhundert von der Seele gehandelt, dann immer häufiger im Sinne eines ‚Apparats‘, eines ‚Mechanismus‘ oder einer ‚Maschine‘. Für das Psychische liefern technische Instrumente offenbar in genau dem Maße Modelle oder Funktionsdiagramme, wie es in die Wirkungssphäre von Medien gerät – sei es unter Laborbedingungen, sei es in einem zusehends technisierten Alltag. Was deshalb die Wissenschaften von der Seele um 1900 explizit oder implizit betreiben, ist Medientheorie; die Literatur wiederum hat mit der Apparate-Metapher eine neue Möglichkeit, das Psychische und seine produktive oder destruktive Dynamik anzuschreiben; und das Kino wird von Anbeginn als Psychotechnik, als ein Medium nach Maßen des Seelischen begriffen. Offenbar scheint der ‚psychische Apparat‘ um 1900 zu einem diskursiven Kreuz- und Fluchtpunkt neuester theoretischer und ästhetischer Programme geworden. Um dieses Konzept in seiner ganzen Reichweite zu erfassen, soll das Seminar wissensgeschichtliche mit literatur- und filmhistorischen Perspektiven verschränken.
Hierzu geht es erstens von Freuds Konzeptionen des ‚psychischen Apparats‘ aus, die ihn im Sinne von Schreibwerkzeugen oder optischen Medien oder aber nach dem Muster von Schaltungstechniken oder Übertragungsmedien begreifen (ein Ansatz, den die strukturale Psychoanalyse Lacans und die ‚Schizo-Analyse‘ Deleuzes und Guattaris fortführen sollte). Zweitens sollen diverse medientheoretische, insbesondere filmtheoretische Positionen wie die Münsterbergs oder Baudrys thematisiert werden, die Freuds Konzept benachbart sind oder an dasselbe direkt anschließen. Drittens geht es um paranoische Patienten- oder Künstlergeschichten des 19. und 20. Jahrhunderts (von Krauß über Schreber bis hin zu Ademeit), deren phantasmatischer oder deliranter Fokus auf einem Seelenapparat liegt. Viertens wird sich das Seminar dem psychischen Apparat als einem poetologischen Modell widmen, das etwa bei Kafka, bei Doderer oder Burroughs sehr unterschiedliche Akzente erhalten kann. Und zu guter Letzt soll es die Karriere des Konzepts auf kinematographischem Terrain verfolgen: von den Steuerungsmodellen des frühen Sowjetfilms über die Zeit-Ästhetik der Nouvelle Vague bis hin zu den psychotechnischen Szenarien bei Cronenberg oder in der Science Fiction.";wien1251;sose22;SE;2021-04;2021-08;wien;;['Freuds', 'Lacans', 'Deleuzes', 'Guattaris', 'Münsterbergs', 'Baudrys', 'Freuds', 'Krauß', 'Ademeit', 'Kafka', 'Doderer', 'Burroughs', 'Cronenberg'];1964.0;
616;;;;119404923;Latour;Inhalt;Theorien und Methoden der Literatur- und Kulturwissenschaften;"Alltagsleben
Sowohl Theorie als auch moderne Literatur setzen sich mit dem Alltagsleben auseinander. Man spricht von einer „Entdeckung“ oder „Erfindung des Alltagslebens“ (Rita Felski) in den Theorien und der Literatur des 20. Jahrhunderts. Das Alltagsleben ist Ort einer Ambivalenz: Einerseits wird es mit Verdacht behandelt, wegen seiner vermeintlichen Tendenzen soziale, politische und existentielle Wirklichkeit oder Wahrheit mythologisch oder ideologisch zu verdecken. „Das Licht der Öffentlichkeit verdunkelt alles“, schreibt Martin Heidegger. Anderseits stellt die Kehre zum Alltagsleben den Versuch dar, heroische, patriarchalische und schließlich metaphysische „große Erzählungen” zu verlassen und neue Formen der Aufmerksamkeit zu entwickeln, die die Immanenz des Lebensalltags feiern. Der Lebensalltag wird dadurch als Ort eines überraschenden Reichtums des Ungewöhnlichen, des Perversen und sogar der „profanen Erleuchtung“ (Walter Benjamin) entlarvt. Die Arbeitsthese des Kurses ist es, dass bedeutende Strömungen der Theorie und der modernen Literatur aus dieser Ambivalenz des Alltagslebens entstehen.
Die Unheimlichkeit des Alltäglichen wird in dieser Übung anhand exemplarischer Texte untersucht, die für die wichtigsten Tendenzen und Figuren der zeitgenössischen Theorie stehen. Wir lesen kurze Texte oder Auszüge von Arendt, Barthes, Butler, Fanon, Freud, Foucault, Haraway, Latour, Rancière, Simmel, und Wittgenstein.";wien1094;sose19;UE;2019-04;2019-08;wien;;['Rita Felski', 'Martin Heidegger', 'Walter Benjamin', 'Arendt', 'Barthes', 'Butler', 'Fanon', 'Freud', 'Foucault', 'Haraway', 'Latour', 'Rancière', 'Simmel', 'Wittgenstein'];1967.0;
617;;;;119404923;Latour;Inhalt;NdL: Posthuman Theory;"Verhandlungen von Geschlecht im Zeitalter des Posthumanismus
Die feministische Theorietradition der zweiten Frauenbewegung der 60er- und 70er-Jahre mit ihrer tendenziell binär-hierarchischen Konzeption von Geschlecht problematisierte zum einen den konkreten Ausschluss von Frauen aus der Sphäre der Öffentlichkeit, zum anderen machte sie den symbolischen Ausschluss einer ‚weiblichen Alterität‘ in der patriarchalen Gesellschaftsordnung zum Thema. Diese Konzeption spiegelt(e) sich mitunter im politischen Bestreben, weibliche Agentinnen in Kunst und Gesellschaft als Repräsentantinnen von (Handlungs-)Macht aufzufinden bzw. diese mit (Handlungs-)Macht auszustatten. An der Wende vom 20. zum 21. Jahrhundert wurde die binäre Konzeption von Geschlecht von mehreren kultur- und gendertheoretischen Positionen verabschiedet: Der feministische Dekonstruktivismus und die aus ihm resultierenden Postcolonial Studies, die jegliche Subjektpositionen aufzulösen suchen, begreifen selbst das biologische Geschlecht als spracherzeugte Konstruktion, die in performativen Akten ständig neu hervorgebracht wird (Butler). Für den Neomaterialismus hingegen erweisen sich solche Diskurstheorien nunmehr als unzureichend, um das Zusammenspiel sinnhaft-symbolischer Prozesse und materieller Ordnungen zu erklären. Angesichts von global-wirtschaftlichen Prozessen, technologischer Innovation und digitaler Vernetzung im Informations- und Kommunikationszeitalter wird das Konzept eines posthumanen Subjekts (Braidotti) vorgeschlagen, das mit anderen Subjekten (menschlichen und nichtmenschlichen Akteur*innen) – Menschen, Tieren, Dingen – in enthierarchisierten Netzwerken intraagiert (Haraway, Latour, Barad). Posthumanistische Theorien stellen im Allgemeinen nicht nur die Stabilität des individuierten, liberalen Ichs in Frage, sondern lenken die Aufmerksamkeit auch auf Materialisierungsweisen des späten Kapitalismus wie etwa den Klimawandel oder die Digitalisierung. Im Projekt wird die Frage gestellt, wie die Kategorie Geschlecht unter ‚posthumanistischen‘ Bedingungen neu verhandelt wird. Gegenstand der Untersuchung sind dabei der gendertheoretische Diskurs selbst: So sollen die (vermeintlich) konkurrierenden Theoriemodelle der Dekonstruktion bzw. der Postcolonial Studies auf der einen und die Zugänge des New Materialism auf der anderen Seite einer Revision unterzogen werden und ein analytisches Instrumentarium entwickelt werden, das geeignet ist, ‚Geschlecht‘ im Zusammenspiel von sinnhaft-symbolischen Prozessen und materiellen Ordnungen zu erfassen;
jene Repräsentationen von Geschlecht, die unter Bedingungen des Posthumanismus in literarisch-künstlerischen und (alltags-)kulturellen Hervorbringungen entstehen. Dabei wird gerade Kunst als eine Erkenntnisform begriffen, die wissenschaftliche oder alltägliche Erkenntnis überbietet.";wien1194;sose21;SE-B;2021-04;2021-08;wien;;['Butler', 'Braidotti', 'Haraway', 'Latour', 'Barad'];1968.0;
618;;;;1037808231;Laura Freudenthaler;Inhalt;Masterseminar NdL: Phantastik und Realismus in der österreichischen Gegenwartsliteratur;"Das Seminar begibt sich auf die Suche nach einer Antwort auf die Frage, ob es in der österreichischen Gegenwartsliteratur eine Entsprechung zur Wiener Maler-Schule des ""Phantastischen Realismus"" gibt. ""Phantastik"" wird gattungstheoretisch entweder als Ober- oder als Gegenbegriff zu ""Fantasy"" definiert. Neben grundsätzlichen Überlegungen zum Genre, zu dessen ästhetischer Bewertung - Fantasy haftet der Beigeschmack von leichter Konsumierbarkeit und Trivialität an - geht es um die Besonderheiten einer österreichischen Erzähltradition, die ihren Reiz gerade aus dem nicht aufgelösten Widerspruch zwischen rationaler Welt und ""unerklärlichen"" Ereignissen bezieht. Uns interessiert die Grenze zwischen subjektiv veränderter Wahrnehmung und objektiver ""übersinnlicher"" Gegenwelt, die in diesen Texten immer wieder neu gezogen wird. Dabei soll die Vorgeschichte - beginnend mit Gustav Meyrink um 1900, über die Werke von Leo Perutz und Alexander Lernet-Holenia bis zur Hannelore Valencak und Marlen Haushofer - nur gestreift und der Fokus auf die Prosa der letzten zwanzig Jahre gelegt werden. Im Kontrast bzw. als Ergänzung zur Phantastik rückt auch ein reflektierter Begriff von Realismus in den Blick. Im Mittelpunkt stehen folgende Autorinnen und Autoren:
Bettina Balàka: Unter Menschen
Die Tauben von Brünn
Xaver Bayer: Geschichten mit Marianne
Raphaela Edelbauer: Das flüssige Land
Olga Flor: Talschluss
Morituri
Laura Freudenthaler: Geistergeschichte
Marie Gamillscheg: Alles was glänzt
Thomas Glavinic: Die Arbeit der Nacht
Andrea Grill: Das Schöne und das Notwendige
Das Paradies des Doktor Caspari
Sabine Gruber: Über Nacht
Paulus Hochgatterer: Der Tag, an dem mein Großvater ein Held war
Daniel Kehlmann: Mahlers Zeit
Du hättest gehen sollen
Anna-Elisabeth Mayer: Am Himmel
Hanno Millesi: Der Mythenmacher
Wände aus Papier
Julya Rabinowich: Spaltkopf
Clemens J. Setz: Indigo
Die Liebe zur Zeit des Mahlstädter Kindes
Der Trost runder Dinge
Linda Stift: Stierhunger
Bernhard Strobel: Nach den Gespenstern
Anna Weidenholzer: Der Winter tut den Fischen gut
Weshalb die Herren Seesterne tragen
Das Seminar ist eine Lehrveranstaltung FÜR LEUTE, DIE GERNE LESEN. Jeweils ausgewählte Texte sollen durch eingehende Lektüre, z. T. Close Reading, in ihrer formalen Machart erschlossen und in den thematisch-motivischen Kontext eingeordnet werden. Ziel des Seminars ist ein vertieftes Verständnis aktueller literarischer Tendenzen, die Erweiterung des individuellen Lektürehorizonts und die Erarbeitung eines selbständigen Forschungsansatzes in Auseinandersetzung mit der einschlägigen Sekundärliteratur.";wien1302;sose23;SE;2023-04;2023-08;wien;;['Gustav Meyrink', 'Leo Perutz', 'Alexander Lernet-Holenia', 'Hannelore Valencak', 'Marlen Haushofer', 'Bettina Balàka', 'Brünn', 'Xaver Bayer', 'Marianne', 'Raphaela Edelbauer', 'Olga Flor', 'Laura Freudenthaler', 'Marie Gamillscheg', 'Thomas Glavinic', 'Andrea Grill', 'Caspari', 'Sabine Gruber', 'Paulus Hochgatterer', 'Daniel Kehlmann', 'Mahlers', 'Anna-Elisabeth Mayer', 'Hanno Millesi', 'Julya Rabinowich', 'Clemens J. Setz', 'Linda Stift', 'Bernhard Strobel', 'Anna Weidenholzer'];1971.0;
619;;;;118570692;Le Clézio;Inhalt;Masterseminar NdL: Das Protokoll. Mitschriften der Literatur;"›Protokolle‹ sind vielgestaltig und haben unterschiedlichste Wirkungsbereiche. Schließlich bezeichnet man mit diesem Begriff nicht nur jene Mitschriften, die im institutionellen Kontext (sei es beim Verhör, in der Verwaltung oder während Polizeieinsätzen, sei es in Vereinen, im Labor oder in der therapeutischen Praxis) dazu dienen, Tatsachen und Aussagen als verbürgte Wahrheiten zu den Akten zu nehmen. Als ›Protokoll‹ versteht man auch eine Vorschrift, die etwa im diplomatischen oder militärischen Kontext bestimmte Interaktions- und Handlungsweisen verbindlich benennt. Zudem spricht man neuerdings von ›Netzwerk-Protokollen‹, die – nach dem Modell des TCP/IP-protocol im Internet – rein technisch die Kommunikation, damit aber zugleich den Raum des Sozialen regulieren; durch derlei ›protocols‹ (Alexander Galloway) werden soziotechnische Netzwerke (d.h. Gesellschaften im heutigen Sinne) allererst eingerichtet, zugleich aber laufend kontrolliert.
›Protokolle‹ sind also Textformen, Praktiken oder Medien, die dazu dienen, unterschiedlichste Sprach-, Handlungs- und Verhaltensweisen zu seligieren und zu dokumentieren, zu strukturieren und zu technisieren. So neutral und unscheinbar sich Protokolle geben, so entscheidend sind sie für die Frage der Wahrheit, der Macht und des Lebens. Kein Wunder, dass sich die Literatur schon lange auf unterschiedlichste Weise mit ihnen beschäftigt hat: Seit dem Barock wurde in etlichen Dramen das Bühnengeschehen als komplexes ›Auftrittsprotokoll‹ (Juliane Vogel) angelegt. Seit der Frühneuzeit entstanden zahlreiche Texte im Stile naturwissenschaftlicher Beobachtungs- und Experimentalprotokolle, aber auch religiöser Sündenprotokolle. Inquisitions-, Verwaltungs- und Verhaltensprotokolle gehören seit dem 18. Jahrhundert ebenso zum literarischen Themen- und Formenrepertoire wie – seit dem 19. Jahrhundert – das Kranken-, Traum- oder Bewusstseinsprotokoll oder auch das Protokoll zum Zweck agitatorischer Dokumentation.
Anhand dieser zahlreichen Fälle und Spielarten soll das Seminar einerseits unterschiedliche Etappen in der Form- und Mediengeschichte des Protokolls erschließen. Andererseits soll es nach dem Status des poetischen oder dramatischen Protokolls fragen: Handelt es sich bei literarischen ›Mitschriften‹ (Kerstin Stüssel) nur um metaphorische Proto-Protokolle oder gar um bloße Stilnachahmungen? Um so etwa wie kritische Gegen-Protokolle? Oder aber um Meta-Mitschriften, an denen die Macht, das Wahrheitsspiel und die technische Funktionsweise des Protokolls erkennbar wird? Behandelt werden sollen, neben flankierenden theoretischen und historischen Texten, das Drama der Weimarer Klassik, Dokumente aus dem Kontext der Erfahrungsseelenkunde, Texte von Autoren wie Kafka und Musil, Drach und Le Clézio, das Theaterprojekt Rimini-Protokoll sowie schließlich der protokollarische Dokumentarismus der 1970er Jahre und der Gegenwart.";wien1265;wise22-23;SE;2022-09;2023-03;wien;;['Alexander Galloway', 'Juliane Vogel', 'Kerstin Stüssel', 'Kafka', 'Musil', 'Drach', 'Le Clézio'];1972.0;
620;;;;118571656;Lenz;Inhalt;NdL: Deutschsprachige Komödie im 18. Jahrhundert;"Die Vorlesung bietet einerseits einen Überblick über die kanonisierten Komödientexte des 18. Jahrhunderts (Lessing, Lenz, Tieck, Kleist), und stellt andererseits einen repräsentativen Ausschnitt aus der reichhaltigen Wiener Komödienproduktion vor, wobei die dramenpoetologischen und institutionellen Differenzen skizziert werden. Besonderes Interesse wird auch der Kontext der Aufklärung, der Modernisierungsprozesse, der damit verbundenen Verbürgerlichung beanspruchen.
01 Joseph Anton Stranitzky: Der Großmüthige Überwinder Seiner selbst 1724
01b Cosroes 1708
02 Luise Adelgunde Victorie Gottsched: Der Witzling 1745
03 Joseph Felix Kurz: Der dreißigjahrige ABC_Schütz 1754
04 Joseph Felix Kurz: Die Getreue Prinzessin Pumphia 1756
05 Philipp Hafner: Etwas zu lachen im Fasching 1764
06 Franz von Heufeld: Die Liebhaber nach der Mode. Oder: Was soll man für einen Mann nehmen? 1766
07 Franz von Heufeld: Der Bauer aus dem Gebirge in Wien (1767)/ Der Geburtstag (1766) In: F. v. H.: Lustspiele. Hrsg. mit Nachwort v. J. Sonnleitner. Wien: Lehner /Hollitzer 2014
08 Cornelius von Ayrenhoff Der Postzug 1769
09 Gotthold Ephraim Lessing Minna von Barnhelm 1767
10 Tobias Philipp von Gebler Der Minister 1771
11 Jakob Michael Reinhold Lenz Der Hofmeister 1774
12 Jakob Michael Reinhold Lenz Der neue Menoza 1774
13 Jakob Michael Reinhold Lenz Die Soldaten 1776
14 Emanuel Schikaneder Tiroler Wastel 1796
15 Schikaneder/Mozart Die Zauberflöte 1791
16 Ludwig Tieck Der gestiefelte Kater 1797
17 Heinrich von Kleist Amphitryon 1807
18 Heinrich von Kleist Der zerbrochene Krug 1808";wien1115;wise19-20;VO;2019-09;2020-03;wien;;['Lessing', 'Lenz', 'Tieck', 'Kleist', 'Joseph Anton Stranitzky', 'Cosroes', 'Luise Adelgunde Victorie Gottsched', 'Joseph Felix Kurz', 'Schütz', 'Joseph Felix Kurz', 'Pumphia', 'Philipp Hafner', 'Franz von Heufeld', 'Franz von Heufeld', 'F. v. H.', 'J. Sonnleitner', 'Cornelius von Ayrenhoff', 'Gotthold Ephraim Lessing', 'von Barnhelm', 'Tobias Philipp von Gebler', 'Jakob Michael Reinhold Lenz', 'Jakob Michael Reinhold Lenz', 'Jakob Michael Reinhold Lenz', 'Emanuel Schikaneder', 'Schikaneder', 'Mozart', 'Ludwig Tieck', 'Heinrich von Kleist', 'Heinrich von Kleist'];1983.0;
621;;;;119465116;Leo Katz;Inhalt;Masterseminar NdL: Österreichische Exilliteratur;"Die nationalsozialistische Herrschaft in Deutschland (ab 1933) und Österreich (ab 1938) bewirkte eine grobe Zäsur in der österreichischen Literaturgeschichte. Hunderte Autorinnen und Autoren konnten ihre Bücher nicht mehr veröffentlichen, wurden verfolgt und waren gezwungen unter oft dramatischen Umständen das Land zu verlassen. Viele kehrten nie wieder nach Österreich zurück und auch ihre seit dem Exil verfasste Literatur blieb lange Zeit unbeachtet, spielte für das Selbstverständnis des ""neuen Österreich"" nach dem Ende des Zweiten Weltkriegs keine Rolle. Im Zentrum unseres Seminars werden aber nicht die berühmten Vertriebenen der österreichischen Literatur wie Hermann Broch, Joseph Roth, Franz Werfel oder Stefan Zweig stehen, sondern ausgewählte Werke unbekannterer Autorinnen und Autoren wie Maria Lazar, Hermynia zur Mühlen, Robert Neumann, Ludwig Winder, Theodor Kramer und Leo Katz. Ausgehend von den individuellen Fallgeschichten von Verfolgung, Flucht und Exil sollen allgemeinere Dimensionen des Schreibens in der Fremde diskutiert werden, so etwa Fragen des Sprachverlusts bzw. Sprachwechsels, der jüdischen Diaspora, der ästhetischen Traditionen und politischen Strategien, die in der Exilliteratur zum Tragen kommen.
Zur Einführung in das Thema sei die Web-Plattform www.literaturepochen.at/exil empfohlen.";wien1108;sose19;SE;2019-04;2019-08;wien;;['Hermann Broch', 'Joseph Roth', 'Franz Werfel', 'Stefan Zweig', 'Maria Lazar', 'Hermynia zur Mühlen', 'Robert Neumann', 'Ludwig Winder', 'Theodor Kramer', 'Leo Katz'];1984.0;
622;;;;118740083;Leo Perutz;Inhalt;Masterseminar NdL: Phantastik und Realismus in der österreichischen Gegenwartsliteratur;"Das Seminar begibt sich auf die Suche nach einer Antwort auf die Frage, ob es in der österreichischen Gegenwartsliteratur eine Entsprechung zur Wiener Maler-Schule des ""Phantastischen Realismus"" gibt. ""Phantastik"" wird gattungstheoretisch entweder als Ober- oder als Gegenbegriff zu ""Fantasy"" definiert. Neben grundsätzlichen Überlegungen zum Genre, zu dessen ästhetischer Bewertung - Fantasy haftet der Beigeschmack von leichter Konsumierbarkeit und Trivialität an - geht es um die Besonderheiten einer österreichischen Erzähltradition, die ihren Reiz gerade aus dem nicht aufgelösten Widerspruch zwischen rationaler Welt und ""unerklärlichen"" Ereignissen bezieht. Uns interessiert die Grenze zwischen subjektiv veränderter Wahrnehmung und objektiver ""übersinnlicher"" Gegenwelt, die in diesen Texten immer wieder neu gezogen wird. Dabei soll die Vorgeschichte - beginnend mit Gustav Meyrink um 1900, über die Werke von Leo Perutz und Alexander Lernet-Holenia bis zur Hannelore Valencak und Marlen Haushofer - nur gestreift und der Fokus auf die Prosa der letzten zwanzig Jahre gelegt werden. Im Kontrast bzw. als Ergänzung zur Phantastik rückt auch ein reflektierter Begriff von Realismus in den Blick. Im Mittelpunkt stehen folgende Autorinnen und Autoren:
Bettina Balàka: Unter Menschen
Die Tauben von Brünn
Xaver Bayer: Geschichten mit Marianne
Raphaela Edelbauer: Das flüssige Land
Olga Flor: Talschluss
Morituri
Laura Freudenthaler: Geistergeschichte
Marie Gamillscheg: Alles was glänzt
Thomas Glavinic: Die Arbeit der Nacht
Andrea Grill: Das Schöne und das Notwendige
Das Paradies des Doktor Caspari
Sabine Gruber: Über Nacht
Paulus Hochgatterer: Der Tag, an dem mein Großvater ein Held war
Daniel Kehlmann: Mahlers Zeit
Du hättest gehen sollen
Anna-Elisabeth Mayer: Am Himmel
Hanno Millesi: Der Mythenmacher
Wände aus Papier
Julya Rabinowich: Spaltkopf
Clemens J. Setz: Indigo
Die Liebe zur Zeit des Mahlstädter Kindes
Der Trost runder Dinge
Linda Stift: Stierhunger
Bernhard Strobel: Nach den Gespenstern
Anna Weidenholzer: Der Winter tut den Fischen gut
Weshalb die Herren Seesterne tragen
Das Seminar ist eine Lehrveranstaltung FÜR LEUTE, DIE GERNE LESEN. Jeweils ausgewählte Texte sollen durch eingehende Lektüre, z. T. Close Reading, in ihrer formalen Machart erschlossen und in den thematisch-motivischen Kontext eingeordnet werden. Ziel des Seminars ist ein vertieftes Verständnis aktueller literarischer Tendenzen, die Erweiterung des individuellen Lektürehorizonts und die Erarbeitung eines selbständigen Forschungsansatzes in Auseinandersetzung mit der einschlägigen Sekundärliteratur.";wien1302;sose23;SE;2023-04;2023-08;wien;;['Gustav Meyrink', 'Leo Perutz', 'Alexander Lernet-Holenia', 'Hannelore Valencak', 'Marlen Haushofer', 'Bettina Balàka', 'Brünn', 'Xaver Bayer', 'Marianne', 'Raphaela Edelbauer', 'Olga Flor', 'Laura Freudenthaler', 'Marie Gamillscheg', 'Thomas Glavinic', 'Andrea Grill', 'Caspari', 'Sabine Gruber', 'Paulus Hochgatterer', 'Daniel Kehlmann', 'Mahlers', 'Anna-Elisabeth Mayer', 'Hanno Millesi', 'Julya Rabinowich', 'Clemens J. Setz', 'Linda Stift', 'Bernhard Strobel', 'Anna Weidenholzer'];1985.0;
623;;;;115646736;Leslie Fiedler;Inhalt;NdL: Jugend - Pop - Kultur. Theorien des Populären im Kontext der KJL;Die Geschichte der Populärliteratur geht Hand in Hand mit der Entstehung einer Literatur für Kinder und Jugendliche. Durch den klaren etymologischen Verweis auf das Volk und das volkstümliche wurde den Begriff des „Populären“ im 18. Jahrhundert für eine Literatur eingesetzt, die von den Vielen für die Vielen erdichtet worden ist. Diese wurde zur Projektionsfläche von Authentizitätsphantasmen und Ursprungserzählungen, die nationale und kulturelle Unterscheidungen, Grenzsetzungen, aber auch Vergleiche zwischen verschiedenen Bevölkerungsgruppen ermöglichte. Das Populäre diente auch als Marker für die Grenzziehung zwischen einem Volk im Sinne einer unmündigen Masse neuer LeserInnen und einer exklusiven Gruppe der gebildeten Bürger. Zur den Konsumenten des Populären zählten BauerInnen, später ArbeiterInnen und nicht zuletzt Kinder. Die Populärliteratur, oft gleichgesetzt mit Jugendliteratur wurde zum Gegenstand einer „Schmutz und Schund“-Debatte und zum Mittel der Erziehung dieser neuen LeserInnen- bzw. ZuhörerInnenkreise. Was sollte und durfte Kindern und Jugendlichen bzw. dem/r FreizeitleserIn als Lesestoff angeboten werden? Welche Inhalte und Erzählweisen wurden toleriert und gar vorgeschrieben, welche kritisiert? Dies sind Fragen, die den Umgang mit der Populär-, Trivial- und Unterhaltungsliteratur bis in den späten 1960er Jahren prägten. Diesen setzte sich nach dem Zweiten Weltkrieg eine Komplizenschaft zwischen „der“ Jugend und einer sich neuformierenden Populärkultur entgegen, die ihre Impulse aus jugendlichen Subkulturen speiste. Anhand exemplarischer historischer, theoretischer (Immanuel Kant, Jean-Jaques Rousseau, Walter Benjamin, Theodor Adorno, Leslie Fiedler, John Fiske), literarischer Texte (Sophie Wörishöffer, Emmy von Rhoden, Erich Kästner, Lisa Tetzner, Michael Ende, Thomas Meinecke, Tonio Schachinger) und einzelner Film- und Musikexkurse soll die Vorlesung die vielfältigen Beziehungen zwischen Jugend und Populärliteratur und –kultur rekonstruieren.;wien1321;wise23-24;VO;2023-09;2024-03;wien;;['Immanuel Kant', 'Jean-Jaques Rousseau', 'Walter Benjamin', 'Theodor Adorno', 'Leslie Fiedler', 'John Fiske', 'Sophie Wörishöffer', 'Emmy von Rhoden', 'Erich Kästner', 'Lisa Tetzner', 'Michael Ende', 'Thomas Meinecke', 'Tonio Schachinger'];1990.0;
624;;;;118572121;Lessing;Inhalt;NdL: Ekphrasis - Bilder in literarischen Texten;"Ekphrasis ist ein Sammelbegriff, unter dem sehr unterschiedliche und dennoch miteinander verbundene Phänomene zusammengefasst werden.
In einer sehr allgemeinen Form wird darunter die sprachliche Bezugnahme auf ein nicht-sprachliches Artefakt verstanden. Damit hängt die engere Bestimmung von Ekphrasis als Bildbeschreibung zusammen. Werke der bildenden Kunst werden in literarischen Texten beschrieben, ihr Auftauchen hat eine weiter zu erklärende Funktion innerhalb des literarischen Texts. Bildbeschreibung und Bildzitat (von realen oder erfundenen Kunstwerken) steht im Mittelpunkt dieser Begriffsbedeutung.
In einem weiteren Sinn versteht man in der Rhetorik unter Ekphrasis die anschauliche Beschreibung von Lebewesen, Ereignissen, Orten und Zeiten. Wie mit den Mitteln der Sprache und der Literatur visuelle Erlebnisse dargestellt und erzeugt werden, ist im Fokus dieser weiteren Fassung von Ekphrasis.
Das Phänomen, dass in literarischen Texten Werke der bildenden Kunst eine Rolle spielen und auf sie Bezug genommen wird, ist seit Anbeginn der Literatur verbreitet und bedeutsam. In den letzten Jahrzehnten ist der Begriff auch für die Literaturwissenschaft neu belebt worden. Zum einen soll in der Semestervorlesung zu Ekphrasis den unterschiedlichen zeichentheoretischen Grundlagen von Literatur und Malerei nachgegangen werden und damit die bekannte Unterscheidung, die auf Lessing zurückgeht, kritisch rekonstruiert werden: in seinem ""Laokoon"" führt er aus, dass die nebeneinander geordneten Zeichen der Malerei als Figuren und Farben im Raum nur nebeneinander geordnete Gegenstände ausdrücken können und die aufeinander folgenden Zeichen der Poesie als artikulierte Töne in der Zeit nur auf einander folgende Gegenstände. Lessing exemplifiziert dies vor allem anhand der Epen von Homer und Vergil. Die kritische Rekonstruktion wird sowohl die zeitgenössische Kritik (Herder in den ""Kritischen Wäldern"") als auch die aktuelle Reformulierung im Lichte von Semiotik und analytischer Symboltheorie (Nelson Goodman) nachzeichnen.
Zum anderen wird die Semestervorlesung der Frage nach den Erlebnissen beim Lesen von literarischen Texten und dem damit zusammenhängenden Konzept der ""experientiality"", also den konkreten Erfahrungsprozessen beim Produzieren und Rezipieren von Literatur aus der Perspektive der kognitiven Poetik und der empirischen Literaturforschung nachgehen. Denn es ist keineswegs gewiss, dass nur die Beschreibung von Werken der bildenden Kunst Bilderlebnisse in den Lesenden hervorrufen kann. Der – kritisch zu befragenden – Forschungsliteratur zufolge ist das Verstehen und Rezipieren fast aller beschreibenden Passagen in literarischen Texten an solche Bilderlebnisse gebunden. Welche Unterschiede es dennoch zwischen Ekphrasis sensu stricto und Beschreibungen, die bildliche Vorstellungen auslösen, geben kann, soll in der Vorlesung ebenso diskutiert werden wie deren unterschiedliche ästhetische Funktion in literarischen Texten.
Als Textcorpus kommen vor allem literarische Werke in den Blick, die auf Ekphrasis setzen (Peter Weiss, Friederike Mayröcker, Ernst Jandl, Michael Lentz, Dieter Roth…)
Michael Lentz, Schriftsteller und Professor für Literarisches Schreiben am Deutschen Literaturinstitut Leipzig, wird im Rahmen der Semestervorlesung zwei Poetikvorlesungen zu Ekphrasis (siehe Anmerkungen zum Termin) halten.";wien1097;sose19;VO;2019-04;2019-08;wien;;['Lessing', 'Lessing', 'Homer', 'Vergil', 'Nelson Goodman', 'Peter Weiss', 'Friederike Mayröcker', 'Ernst Jandl', 'Michael Lentz', 'Dieter Roth', 'Michael Lentz'];1998.0;
